area,transect,tree,common_name,scienfic_name,family_name,WSD,DBH,BA,AGB,type,canopy,Light,Dead,D_class,plot_code,Hcom,Htot,RN,RS,RE,RW,Date,UTM_Easting,UTM_Northing
FNA_A01,T01,1,MORTA,NA,NA,,6.3,0.003117245,0.0047418,O,NA,NA,D,3,T01 P1,NA,4.46,NA,NA,NA,NA,20131019,715679.7056,8617104.557
FNA_A01,T01,2,MORTA,NA,NA,,9.1,0.006503882,0.014259592,O,NA,NA,D,4,T01 P1,NA,9.5,NA,NA,NA,NA,20131019,715680.2481,8617104.949
FNA_A01,T01,3,MORTA,NA,NA,,13.7,0.014741138,0.022395566,O,NA,NA,D,4,T01 P1,NA,6.07,NA,NA,NA,NA,20131019,715676.4788,8617105.656
FNA_A01,T01,4,MORTA,NA,NA,,6.6,0.003421194,0.005589774,O,NA,NA,D,3,T01 P1,NA,4.86,NA,NA,NA,NA,20131019,715680.411,8617106.393
FNA_A01,T01,5,MORTA,NA,NA,,5.4,0.002290221,0.004430187,O,NA,NA,D,3,T01 P1,NA,5.98,NA,NA,NA,NA,20131019,715679.9634,8617109.056
FNA_A01,T01,6,MORTA,NA,NA,,6.2,0.003019071,0.005143372,O,NA,NA,D,3,T01 P1,NA,5.12,NA,NA,NA,NA,20131019,715680.6854,8617110.793
FNA_A01,T01,7,MORTA,NA,NA,,6.8,0.003631681,0.005437994,O,NA,NA,D,3,T01 P1,NA,4.37,NA,NA,NA,NA,20131019,715679.4661,8617112.015
FNA_A01,T01,8,MORTA,NA,NA,,5.7,0.002551759,0.003928912,O,NA,NA,D,4,T01 P1,NA,6.17,NA,NA,NA,NA,20131019,715677.4917,8617111.695
FNA_A01,T01,9,MORTA,NA,NA,,5.8,0.002642079,0.003166704,O,NA,NA,D,3,T01 P1,NA,3.33,NA,NA,NA,NA,20131019,715679.2009,8617113.592
FNA_A01,T01,10,MORTA,NA,NA,,7.4,0.00430084,0.004821431,O,NA,NA,D,4,T01 P1,NA,4.18,NA,NA,NA,NA,20131019,715680.3538,8617112.766
FNA_A01,T01,11,MORTA,NA,NA,,71,0.395919214,1.02336457,O,NA,NA,D,3,T01 P1,NA,8.52,NA,NA,NA,NA,20131019,715679.293,8617119.077
FNA_A01,T01,12,MORTA,NA,NA,,15.2,0.018145839,0.033047805,O,NA,NA,D,4,T01 P1,NA,7.57,NA,NA,NA,NA,20131019,715677.2192,8617119.35
FNA_A01,T01,13,MORTA,NA,NA,0.58,18.5,0.026880252,0.041707423,O,NA,NA,D,3,T01 P1,NA,4.56,NA,NA,NA,NA,20131019,715693.0141,8617121.903
FNA_A01,T01,14,MORTA,NA,NA,0.58,27.6,0.05982849,0.328829029,O,NA,NA,D,3,T01 P1,NA,21.42,NA,NA,NA,NA,20131019,715695.9978,8617104.152
FNA_A01,T01,15,MORTA,NA,NA,0.58,10.4,0.008494867,0.012548255,O,NA,NA,D,3,T01 P1,NA,4.3,NA,NA,NA,NA,20131019,715712.6142,8617107.851
FNA_A01,T01,16,MORTA,NA,NA,0.58,32.6,0.083468975,0.338522984,O,NA,NA,D,3,T01 P1,NA,14.77,NA,NA,NA,NA,20131019,715710.0651,8617147.147
FNA_A01,T01,17,MORTA,NA,NA,0.58,45.4,0.161883128,0.765077167,O,NA,NA,D,3,T01 P1,NA,17.81,NA,NA,NA,NA,20131019,715715.41,8617109.316
FNA_A01,T01,18,MORTA,NA,NA,0.58,13.8,0.014957123,0.036296321,O,NA,NA,D,3,T01 P1,NA,7.89,NA,NA,NA,NA,20131019,715720.0144,8617112.086
FNA_A01,T01,19,MORTA,NA,NA,0.58,8,0.005026548,0.01182659,O,NA,NA,D,3,T01 P1,NA,7.59,NA,NA,NA,NA,20131019,715721.1673,8617111.26
FNA_A01,T01,20,MORTA,NA,NA,0.58,22.6,0.040114997,0.088543873,O,NA,NA,D,3,T01 P1,NA,7.02,NA,NA,NA,NA,20131019,715696.9555,8617128.618
FNA_A01,T01,21,TAQUARI,Mabea angularis,Euphorbiaceae,0.615698006,5.4,0.002290221,0.005754093,O,S,1,A,NA,T01 P1,1.78,6.3,1.3,1.15,1.5,1.3,20131019,715693.8355,8617123.049
FNA_A01,T01,22,TAQUARI,Mabea angularis,Euphorbiaceae,0.615698006,52.5,0.216475369,0.391266885,O,NA,NA,A,NA,T01 P1,NA,4.53,NA,NA,NA,NA,20131019,715693.5188,8617112.868
FNA_A01,T01,23,TAQUARI,Mabea angularis,Euphorbiaceae,0.615698006,7.2,0.004071504,0.012446016,O,NA,NA,A,NA,T01 P1,NA,7.66,NA,NA,NA,NA,20131019,715692.1853,8617126.834
FNA_A01,T01,24,TAQUARI,Mabea angularis,Euphorbiaceae,0.615698006,27.7,0.060262816,0.225464874,O,NA,NA,A,NA,T01 P1,NA,9.38,NA,NA,NA,NA,20131019,715690.8666,8617128.647
FNA_A01,T01,25,TAQUARI,Mabea angularis,Euphorbiaceae,0.615698006,8.1,0.005152997,0.010805015,O,NA,NA,A,NA,T01 P1,NA,5.25,NA,NA,NA,NA,20131019,715711.4317,8617132.984
FNA_A01,T01,26,TAQUARI,Mabea angularis,Euphorbiaceae,0.615698006,15.5,0.018869191,0.026970955,O,NA,NA,A,NA,T01 P1,NA,3.58,NA,NA,NA,NA,20131019,715691.1907,8617132.751
FNA_A01,T01,27,MORTA,NA,NA,0.58,23.8,0.044488094,0.113012135,O,NA,NA,D,3,T01 P1,NA,8.34,NA,NA,NA,NA,20131019,715688.7043,8617147.543
FNA_A01,T01,28,MORTA,NA,NA,0.45,22.8,0.040828138,0.05140671,O,NA,NA,D,4,T01 P1,NA,4.82,NA,NA,NA,NA,20131019,715688.5459,8617142.453
FNA_A01,T01,29,MORTA,NA,NA,0.58,31.2,0.076453799,0.1770212,O,NA,NA,D,3,T01 P1,NA,7.45,NA,NA,NA,NA,20131019,715706.6468,8617143.353
FNA_A01,T01,30,MORTA,NA,NA,0.58,27.7,0.060262816,0.216848136,O,NA,NA,D,3,T01 P1,NA,12.76,NA,NA,NA,NA,20131019,715673.7456,8617133.983
FNA_A01,T01,31,MORTA,NA,NA,0.58,19.5,0.029864765,0.044560926,O,NA,NA,D,3,T01 P1,NA,4.35,NA,NA,NA,NA,20131019,715674.5295,8617111.824
FNA_A01,T01,32,MORTA,NA,NA,0.7,12.5,0.012271846,0.037200583,O,NA,NA,D,2,T01 P1,NA,8.22,NA,NA,NA,NA,20131019,715695.5005,8617107.111
FNA_A01,T01,33,MORTA,NA,NA,0.7,44.5,0.155528471,0.642870042,O,NA,NA,D,2,T01 P2,NA,12.02,NA,NA,NA,NA,20131019,715692.0884,8617260.287
FNA_A01,T01,34,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.474,7.5,0.004417865,0.004823493,O,S,1,A,NA,T01 P2,2.82,3.55,1.2,1.08,1.06,1.09,20131019,715691.6182,8617263.25
FNA_A01,T01,35,MORTA,NA,NA,0.7,11.4,0.010207035,0.024099109,O,NA,NA,D,2,T01 P2,NA,6.06,NA,NA,NA,NA,20131019,715696.7171,8617263.02
FNA_A01,T01,36,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,6.8,0.003631681,0.012848233,O,S,1,A,NA,T01 P2,5.76,8.53,2,1.08,1.04,1.07,20131019,715690.4731,8617264.086
FNA_A01,T01,37,MORTA,NA,NA,0.7,9,0.006361725,0.014512016,O,NA,NA,D,2,T01 P2,4.49,5.81,NA,NA,NA,NA,20131019,715697.0787,8617267.123
FNA_A01,T01,38,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,5.5,0.002375829,0.005117802,O,S,1,A,NA,T01 P2,NA,5.19,1.09,1.07,1.09,2,20131019,715693.9567,8617267.655
FNA_A01,T01,39,MORTA,NA,NA,0.45,7.5,0.004417865,0.006162352,O,NA,NA,D,4,T01 P2,NA,5.46,NA,NA,NA,NA,20131019,715689.1107,8617279.052
FNA_A01,T01,40,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,5.7,0.002551759,0.007669233,O,S,1,A,NA,T01 P2,5.51,7.25,NA,NA,NA,NA,20131019,715685.8195,8617299.793
FNA_A01,T01,41,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,5.4,0.002290221,0.005893315,O,S,1,A,NA,T01 P2,4.85,6.2,1.08,1.09,1.04,1.02,20131019,715687.2781,8617296.981
FNA_A01,T01,42,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,7.6,0.00453646,0.013164048,O,S,1,A,NA,T01 P2,4.76,7,1.07,1.09,1.08,2.2,20131019,715686.7599,8617293.867
FNA_A01,T01,43,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,22.8,0.040828138,0.025280195,O,S,1,A,NA,T01 P2,NA,1.49,NA,NA,NA,NA,20131019,715685.6147,8617294.703
FNA_A01,T01,44,MORTA,NA,NA,0.45,8.7,0.005944679,0.009042065,O,NA,NA,D,4,T01 P2,NA,6.08,NA,NA,NA,NA,20131019,715651.2242,8617294.486
FNA_A01,T01,45,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,5.7,0.002551759,0.005024915,O,S,1,A,NA,T01 P2,3.07,4.75,2,1.8,1.9,2.6,20131019,715651.4062,8617294.615
FNA_A01,T01,46,MORTA,NA,NA,0.58,17.2,0.023235219,0.086325015,O,NA,NA,D,3,T01 P2,NA,13.27,NA,NA,NA,NA,20131019,715651.803,8617284.458
FNA_A01,T01,47,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.474,5.5,0.002375829,0.002536589,O,S,1,A,NA,T01 P3,1.79,3.48,1.2,1.4,1.1,1.3,20131019,715629.37,8617403.385
FNA_A01,T01,48,MORTA,NA,NA,0.7,58.8,0.271546703,2.220368432,O,NA,NA,D,2,T01 P3,NA,27.67,NA,NA,NA,NA,20131019,715632.1096,8617409.849
FNA_A01,T01,49,MORTA,NA,NA,0.58,26.6,0.055571632,0.082619529,O,NA,NA,D,3,T01 P3,NA,4.33,NA,NA,NA,NA,20131019,715632.8774,8617404.908
FNA_A01,T01,50,MORTA,NA,NA,0.58,25.9,0.052685294,0.139145738,O,NA,NA,D,3,T01 P3,NA,8.75,NA,NA,NA,NA,20131019,715648.0946,8617411.178
FNA_A01,T01,51,MORTA,NA,NA,0.58,19.4,0.029559245,0.023400038,O,NA,NA,D,3,T01 P3,NA,2,NA,NA,NA,NA,20131019,715658.2963,8617410.649
FNA_A01,T01,52,MORTA,NA,NA,0.58,16.7,0.021903969,0.012597441,O,NA,NA,D,3,T01 P3,NA,1.36,NA,NA,NA,NA,20131019,NA,NA
FNA_A01,T01,53,MORTA,NA,NA,0.7,6.8,0.003631681,0.00572735,O,NA,NA,D,2,T01 P3,NA,3.7,NA,NA,NA,NA,20131019,715674.3667,8617404.916
FNA_A01,T01,54,MORTA,NA,NA,0.7,32.7,0.08398184,0.39753738,O,NA,NA,D,2,T01 P3,NA,14.18,NA,NA,NA,NA,20131019,715664.1985,8617437.789
FNA_A01,T01,55,PEROBA,Aspidosperma polyneuron,Apocynaceae,0.75,35.7,0.100098211,1.152175556,O,E,1,A,NA,T01 P3,16.28,23.68,6,4.6,5.2,3.6,20131019,715630.5394,8617446.001
FNA_A01,T01,56,MORTA,NA,NA,0.58,8.4,0.005541769,0.012012961,O,NA,NA,D,3,T01 P4,NA,6.87,NA,NA,NA,NA,20131019,715606.53,8617557.171
FNA_A01,T01,57,MORTA,NA,NA,0.58,13,0.013273229,0.02485002,O,NA,NA,D,3,T01 P4,NA,5.74,NA,NA,NA,NA,20131019,715619.5838,8617551.489
FNA_A01,T01,58,MORTA,NA,NA,0.58,12.4,0.012076282,0.018615218,O,NA,NA,D,3,T01 P4,NA,4.53,NA,NA,NA,NA,20131019,715612.4985,8617557.785
FNA_A01,T01,59,CARAPANAUBA,Aspidosperma nitidum,Apocynaceae,0.763327689,73.2,0.420835186,6.942663921,O,E,1,A,NA,T01 P4,15.98,33.35,2,2.5,2.2,3.4,20131019,715605.7332,8617580.875
FNA_A01,T01,60,MORTA,NA,NA,0.58,33.3,0.087092017,0.242378772,O,NA,NA,D,3,T01 P4,NA,9.32,NA,NA,NA,NA,20131019,715611.6163,8617575.759
FNA_A01,T01,61,ITAUBA,Mezilaurus itauba,Lauraceae,0.720305556,43.4,0.147934456,1.714275353,O,E,1,A,NA,T01 P4,13,24.82,2.3,2.8,4,2.8,20131019,715621.8828,8617574.809
FNA_A01,T01,62,MORTA,NA,NA,0.58,21,0.034636059,0.087805111,O,NA,NA,D,3,T01 P4,NA,8.32,NA,NA,NA,NA,20131019,715622.0527,8617567.5
FNA_A01,T01,63,MORTA,NA,NA,0.58,17.1,0.022965828,0.055640148,O,NA,NA,D,3,T01 P4,NA,7.87,NA,NA,NA,NA,20131019,715628.2549,8617560.41
FNA_A01,T01,64,MORTA,NA,NA,0.58,36.3,0.103491131,0.633426531,O,NA,NA,D,3,T01 P4,NA,24.43,NA,NA,NA,NA,20131019,715625.1391,8617592.205
FNA_A01,T01,65,MORTA,NA,NA,0.7,22.8,0.040828138,0.085365032,O,NA,NA,D,2,T01 P4,NA,5.22,NA,NA,NA,NA,20131019,715624.8201,8617594.18
FNA_A01,T01,66,MORTA,NA,NA,0.7,14.4,0.016286016,0.031726549,O,NA,NA,D,2,T01 P4,NA,4.79,NA,NA,NA,NA,20131019,715602.9356,8617591.928
FNA_A01,T01,67,MORTA,NA,NA,0.7,16.3,0.020867244,0.01968359,O,NA,NA,D,2,T01 P4,NA,1.97,NA,NA,NA,NA,20131019,715647.5397,8617597.521
FNA_A01,T01,68,MORTA,NA,NA,0.58,21.7,0.036983614,0.047827246,O,NA,NA,D,3,T01 P4,NA,3.65,NA,NA,NA,NA,20131019,715640.0228,8617587.715
FNA_A01,T01,69,MORTA,NA,NA,0.58,22.8,0.040828138,0.101873918,O,NA,NA,D,3,T01 P4,NA,8.16,NA,NA,NA,NA,20131019,715638.5495,8617590.575
FNA_A01,T02,1,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,5.5,0.002375829,0.005380056,O,S,2,A,NA,T02 P1,3.44,5.46,0.8,0.7,0.6,1,20131020,715481.1207,8617074.351
FNA_A01,T02,2,EMBAUBA VERMELHA,Cecropia distachya,Urticaceae,0.358461538,6.3,0.003117245,0.004596191,O,S,2,A,NA,T02 P1,NA,6.35,NA,NA,NA,NA,20131020,715482.5004,8617071.329
FNA_A01,T02,3,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,6.2,0.003019071,0.008426615,O,S,2,A,NA,T02 P1,2.98,6.73,0.9,0.6,1,1,20131020,715486.8938,8617076.276
FNA_A01,T02,4,MAMONINHA,Esenbeckia febrifuga,Rutaceae,0.64,8.4,0.005541769,0.014304756,O,S,2,A,NA,T02 P1,3.52,6.22,0.8,0.5,0.5,0.7,20131020,715485.8821,8617076.926
FNA_A01,T02,5,MORTA,NA,NA,0.7,26.4,0.05473911,0.243624303,O,NA,NA,D,2,T02 P1,NA,13.15,NA,NA,NA,NA,20131020,715494.663,8617074.467
FNA_A01,T02,6,MORTA,NA,NA,0.58,17.7,0.024605739,0.050397687,O,NA,NA,D,3,T02 P1,NA,6.41,NA,NA,NA,NA,20131020,715495.1907,8617077.588
FNA_A01,T02,7,MORTA,NA,NA,0.58,14.6,0.016741547,0.01883606,O,NA,NA,D,3,T02 P1,NA,3.08,NA,NA,NA,NA,20131020,715498.614,8617075.092
FNA_A01,T02,8,MORTA,NA,NA,0.6,15.5,0.018869191,0.024969816,O,NA,NA,D,1,T02 P1,NA,3.6,NA,NA,NA,NA,20131020,715505.5281,8617076.185
FNA_A01,T02,9,MORTA,NA,NA,0.7,15.5,0.018869191,0.080604392,O,NA,NA,D,2,T02 P1,NA,12.51,NA,NA,NA,NA,20131020,715506.0557,8617079.305
FNA_A01,T02,10,MORTA,NA,NA,0.7,18.6,0.027171635,0.065827066,O,NA,NA,D,2,T02 P1,NA,6.25,NA,NA,NA,NA,20131020,715514.4853,8617083.675
FNA_A01,T02,11,MORTA,NA,NA,0.58,14.2,0.015836769,0.036938654,O,NA,NA,D,3,T02 P1,NA,7.51,NA,NA,NA,NA,20131020,715519.6449,8617089.553
FNA_A01,T02,12,MORTA,NA,NA,0.7,23.4,0.043005262,0.204866562,O,NA,NA,D,2,T02 P1,NA,14.29,NA,NA,NA,NA,20131020,715514.1604,8617098.81
FNA_A01,T02,13,MORTA,NA,NA,0.58,27.8,0.060698712,0.190253452,O,NA,NA,D,3,T02 P1,NA,10.78,NA,NA,NA,NA,20131020,715509.7494,8617101.15
FNA_A01,T02,14,MORTA,NA,NA,0.58,30.5,0.073061664,0.242953281,O,NA,NA,D,3,T02 P1,NA,11.59,NA,NA,NA,NA,20131020,715509.5779,8617115.297
FNA_A01,T02,15,MORTA,NA,NA,0.58,13.7,0.014741138,0.013590305,O,NA,NA,D,3,T02 P1,NA,2.42,NA,NA,NA,NA,20131020,715495.2689,8617120.121
FNA_A01,T02,16,MORTA,NA,NA,0.58,23,0.041547563,0.205361934,O,NA,NA,D,3,T02 P1,NA,18.82,NA,NA,NA,NA,20131020,715493.9952,8617117.895
FNA_A01,T02,17,MORTA,NA,NA,0.58,14.6,0.016741547,0.028868037,O,NA,NA,D,3,T02 P1,NA,5.19,NA,NA,NA,NA,20131020,715491.2711,8617109.365
FNA_A01,T02,18,MORTA,NA,NA,0.58,49,0.188574099,0.185930435,O,NA,NA,D,3,T02 P2,NA,2.62,NA,NA,NA,NA,20131020,715461.3822,8617227.784
FNA_A01,T02,19,MORTA,NA,NA,0.58,24.6,0.047529155,0.058268288,O,NA,NA,D,3,T02 P2,NA,3.42,NA,NA,NA,NA,20131020,715467.1871,8617235.772
FNA_A01,T02,20,MORTA,NA,NA,0.7,11.5,0.010386891,0.023719709,O,NA,NA,D,2,T02 P2,NA,5.82,NA,NA,NA,NA,20131020,715465.1156,8617236.057
FNA_A01,T02,21,MORTA,NA,NA,0.7,19.5,0.029864765,0.088861172,O,NA,NA,D,2,T02 P2,NA,8.04,NA,NA,NA,NA,20131020,715477.0681,8617237.31
FNA_A01,T02,22,MORTA,NA,NA,0.7,15.6,0.01911345,0.047509092,O,NA,NA,D,2,T02 P2,NA,6.45,NA,NA,NA,NA,20131020,715470.2217,8617248.389
FNA_A01,T02,23,MORTA,NA,NA,0.7,13,0.013273229,0.0301436,O,NA,NA,D,2,T02 P2,NA,5.78,NA,NA,NA,NA,20131020,715470.3806,8617247.401
