area;group;plot;tree;common.name;scientific.name;family.name;DBH;type;Dead;D.class;Hcom;Htot;RN;RS;RE;RW;date;UTM.Easting;UTM.Northing
FN_A01;7;25;11;morta;NA;NA;49.4;O;TRUE;3;NA;12.58;NA;NA;NA;NA;20150819;805.556.859.664.672;867.139.427.806.912
FN_A01;7;25;12;morta;NA;NA;15.3;O;TRUE;1;NA;4.42;NA;NA;NA;NA;20150819;80.555.019.243.828;86.713.985.591.588
FN_A01;7;25;13;morta;NA;NA;15.7;O;TRUE;3;NA;2.62;NA;NA;NA;NA;20150819;80.554.951.348.156;86.714.005.113.676
FN_A01;7;25;14;mandioqueira;Qualea paraensis;Vochysiaceae;57.6;O;FALSE;NA;14.17;22.02;3;8;4;7;20150819;8.055.516.678.847;8.671.406.239.387
FN_A01;7;25;15;carapanauba;Aspidosperma excelsum;Apocynaceae;17.1;O;FALSE;NA;7.37;12.16;5;0.5;0.7;2.3;20150819;80.555.153.310.398;86.714.066.272.758
FN_A01;7;25;16;inga branco;Inga thibaudiana;Fabaceae;10.4;O;FALSE;NA;8.03;12.48;4;1.2;4.3;2.3;20150819;805.549.718.993.552;867.140.826.781.392
FN_A01;7;25;17;envira preta;Guatteria schomburgkiana;Annonaceae;12.1;O;FALSE;NA;8.91;14.28;3;1.3;2;2.7;20150819;805.549.090.527.203;867.141.305.990.147
FN_A01;7;25;18;inga vermelho;Inga alba;Fabaceae;19.2;O;FALSE;NA;10.04;18;4;2.2;3;3.7;20150819;805.547.337.778.016;867.141.571.580.736
FN_A01;7;25;19;mamoninha;Esenbeckia febrifuga;Rutaceae;43.2;O;FALSE;NA;8.67;17.62;4.4;2.2;2.5;4;20150819;8.055.576.126.868;8.671.410.014.428
FN_A01;7;25;20;itaubarana;Ormosia excelsa;Fabaceae;50;O;FALSE;NA;16.65;26.87;4.7;3;3.8;3.6;20150819;80.555.846.180.848;86.714.135.435.008
FN_A01;7;25;21;cumaru;Dipteryx odorata;Fabaceae;58.3;O;FALSE;NA;11.45;18.72;5.3;12.2;12;4;20150819;805.562.585.251;867.140.105.431
FN_A01;7;25;22;itaubarana;Ormosia excelsa;Fabaceae;71.8;O;FALSE;NA;14.51;22.56;7;5.5;4;6.7;20150819;80.556.584.865.904;86.714.161.571.584
FN_A01;7;25;23;angelim-pedra;Hymenolobium petraeum;Fabaceae;56.5;O;FALSE;NA;15.77;25.52;9.2;9.5;12;4.5;20150819;80.557.565.439.792;86.714.237.714.432
FN_A01;7;25;24;cumaru;Dipteryx odorata;Fabaceae;47.4;O;FALSE;NA;18.14;27.9;4.8;4.8;3;5.3;20150819;8.055.760.419.148;8.671.416.644.308
FN_A01;7;25;25;caripe;Licania octandra;Chrysobalanaceae;40.5;O;FALSE;NA;12.11;19.23;4;4.7;5.5;6.3;20150819;805.583.413.606;867.141.929.626
FN_A01;7;25;26;morta;NA;NA;47;O;TRUE;2;NA;26.97;NA;NA;NA;NA;20150819;805.577.760.004;867.143.269.684
FN_A01;7;25;27;joao-mole;Neea oppositifolia;Nyctaginaceae;49.7;O;FALSE;NA;13.51;18.27;6.3;2;3.7;3.7;20150819;8.055.808.403.776;8.671.402.744.696
FN_A01;7;25;28;louro amarelo;Aniba parviflora;Lauraceae;41.6;O;FALSE;NA;0.76;1.07;4;5;4.3;3.8;20150819;805.585.821.282.832;867.140.030.132.272
FN_A01;7;25;29;abiurana;Pouteria gongrijpii;Sapotaceae;36.3;O;FALSE;NA;17.29;20.79;2.3;4.6;3.5;4.4;20150819;805.588.343.539.096;867.139.838.447.416
FN_A01;7;26;30;breu branco;Protium paniculatum;Burseraceae;13.6;O;FALSE;NA;4.85;8.22;0.4;5.4;1.2;1.1;20150819;8.055.096.956.568;8.671.519.120.504
FN_A01;7;26;31;envira preta;Guatteria schomburgkiana;Annonaceae;11.6;O;FALSE;NA;8.33;12.78;1.5;7.2;2.4;2.3;20150819;80.551.134.000.504;86.715.197.272.912
FN_A01;7;26;32;mamorana;Eriotheca globosa;Malvaceae;13.3;O;FALSE;NA;6.86;8.97;1.2;1;1.2;1.1;20150819;805.510.735.575.782;867.152.147.732.147
FN_A01;7;26;33;louro preto;Ocotea cernua;Lauraceae;20.5;O;FALSE;NA;9.02;17.02;6;3.3;3;3.7;20150819;80.550.850.079.552;86.715.285.440.656
FN_A01;7;26;34;lacre;Vismia guianensis;Hypericaceae;12.4;O;FALSE;NA;4.72;8.08;3.4;0.5;1.7;1;20150819;80.550.566.335.152;86.715.307.969.456
FN_A01;7;26;35;embauba branca;Cecropia palmata;Urticaceae;20.1;O;FALSE;NA;12.87;16.42;1;2.8;2.5;1;20150819;805.505.669.088.077;86.715.415.114.983
FN_A01;7;26;36;tento;Ormosia coccinea;Fabaceae;12.6;O;FALSE;NA;6.47;11.16;3.8;3.5;3.4;1.7;20150819;80.550.179.905.896;86.715.419.868.688
FN_A01;7;26;37;tachi vermelho;Tachigali paniculata;Fabaceae;43.4;O;FALSE;NA;13.8;23.29;5.7;3.3;4.7;5.3;20150819;80.550.979.294.912;86.715.486.438.736
FN_A01;7;26;38;mapuxique;NA;NA;16.7;O;FALSE;NA;9.52;18.79;2.7;2.2;2.4;2.3;20150819;805.498.741.227.456;867.155.084.150.368
FN_A01;7;26;39;envira preta;Guatteria schomburgkiana;Annonaceae;24.3;O;FALSE;NA;11.87;17.9;3;4;3.1;4.3;20150819;805.496.321.844.288;867.155.784.736.864
FN_A01;7;26;40;muiratinga;Maquira coriacea;Moraceae;33.1;O;FALSE;NA;9.73;20.36;6.3;3.8;3;4;20150819;80.549.558.258.832;86.715.599.880.496
FN_A01;7;26;41;itaubarana;Ormosia excelsa;Fabaceae;70;O;FALSE;NA;15.19;28.29;6;5.7;5;7.6;20150819;80.551.529.493.168;86.715.625.011.504
FN_A01;7;26;42;breu barrote;Tetragastris panamensis;Burseraceae;40.6;O;FALSE;NA;8.82;18.91;7.8;4;4.2;3.3;20150819;80.555.113.460.304;86.715.333.370.912
FN_A01;7;26;43;mamoninha;Esenbeckia febrifuga;Rutaceae;42.6;O;FALSE;NA;17.02;24.19;3.5;4;3.2;4.5;20150819;805.545.323.202;867.153.226.756
FN_A01;7;26;44;breu manga;Tetragastris altissima;Burseraceae;52.7;O;FALSE;NA;13.54;21.8;3.6;4;4.6;2;20150819;805.520.772.019.712;867.153.475.319.136
FN_A01;7;26;45;carapanauba;Aspidosperma excelsum;Apocynaceae;73;O;FALSE;NA;16.39;24.79;3.5;4.4;5;5.2;20150819;80.551.514.878.656;86.715.331.461.968
FN_A01;7;27;46;andorinha;Casearia grandiflora;Salicaceae;18.1;O;FALSE;NA;9.31;12.66;1;5;4.7;2.2;20150819;805.461.161.268.708;867.166.630.958.392
FN_A01;7;27;47;muuba;Bellucia grossularioides;Melastomataceae;11.3;O;FALSE;NA;6.77;8.79;1.2;3.8;4;1.1;20150819;80.546.091.147.284;86.716.669.648.416
FN_A01;7;27;48;muuba;Bellucia grossularioides;Melastomataceae;16.9;O;FALSE;NA;11.47;18.77;2.7;3.8;2.9;2.7;20150819;8.054.577.929.645;867.166.964.771
FN_A01;7;27;49;tinteiro;Miconia poeppigii;Melastomataceae;22.5;O;FALSE;NA;14.75;18.71;4.4;2.7;4.5;8;20150819;805.458.499.223.729;867.167.081.656.451
FN_A01;7;27;50;muuba;Bellucia grossularioides;Melastomataceae;10;O;FALSE;NA;9.86;14.27;6.8;1;0.7;5.5;20150819;805.457.326.439.896;867.167.086.461.504
FN_A01;7;27;51;tinteiro;Miconia poeppigii;Melastomataceae;17.6;O;FALSE;NA;9.73;14.09;4;1.5;4.6;3.4;20150819;80.546.018.364.038;86.716.743.916.692
FN_A01;7;27;52;uxirana;Sacoglottis guianensis;Humiriaceae;14.5;O;FALSE;NA;9.24;14.09;4;1.4;3.4;1.3;20150819;805.458.391.023.216;867.167.634.155.584
FN_A01;7;27;53;tinteiro;Miconia poeppigii;Melastomataceae;10.2;O;FALSE;NA;7.31;9.24;1.5;2;1.2;0.8;20150819;8.054.595.804.168;8.671.675.983.012
FN_A01;7;27;54;tinteiro;Miconia poeppigii;Melastomataceae;11;O;FALSE;NA;9.54;13.85;3;0.9;1.3;1.4;20150819;805.458.426.607.648;867.167.624.794.752
FN_A01;7;27;55;tinteiro;Miconia poeppigii;Melastomataceae;22.4;O;FALSE;NA;7.38;14.21;4.6;1.6;2.6;2.8;20150819;80.545.679.764.592;86.716.772.024.048
FN_A01;7;27;56;breu sucuruba;Trattinnickia burserifolia;Burseraceae;12.6;O;FALSE;NA;9.9;12.58;1.7;0.5;1.2;0.7;20150819;805.454.957.930.368;867.167.704.274.832
FN_A01;7;27;57;breu manga;Tetragastris altissima;Burseraceae;18.9;O;FALSE;NA;8.48;13.7;2.6;0.8;1.6;1.4;20150819;80.545.187.169.068;86.716.850.930.432
FN_A01;7;27;58;freijo branco;Cordia scabrifolia;Boraginaceae;22.8;O;FALSE;NA;9.56;14.1;3.3;1;2.4;2;20150819;8.054.542.578.558;8.671.690.024.272
FN_A01;7;27;59;freijo branco;Cordia scabrifolia;Boraginaceae;17.3;O;FALSE;NA;10.01;11.89;1;2.3;2.4;1.3;20150819;805.444.837.935.112;867.170.344.022.688
FN_A01;7;27;60;morta;NA;NA;45.2;O;TRUE;1;NA;14.15;NA;NA;NA;NA;20150819;80.549.754.742.512;86.716.776.003.088
FN_A01;7;27;61;cumaru;Dipteryx odorata;Fabaceae;58.5;O;FALSE;NA;12.24;20.71;8;1;6.5;3;20150819;805.468.559.044.014;867.166.824.946.026
FN_A01;7;27;62;morta;NA;NA;45.6;O;TRUE;2;NA;20.3;NA;NA;NA;NA;20150819;80.546.799.487.466;86.716.650.304.064
FN_A01;7;28;63;morta;NA;NA;11.5;O;TRUE;2;NA;2.69;NA;NA;NA;NA;20150819;80.541.125.675.184;86.718.033.246.416
FN_A01;7;28;64;tamanqueira;Zanthoxylum rhoifolium;Rutaceae;12.1;O;FALSE;NA;4.74;6.98;2.8;2.5;2.9;3;20150819;80.541.023.082.416;86.718.062.834.384
FN_A01;7;28;65;murta;Strychnos subcordata;Loganiaceae;13.2;O;FALSE;NA;6.49;13.29;1.9;1.5;1.7;1.7;20150819;805.410.184.795.408;867.180.834.744.032
FN_A01;7;28;66;andorinha;Casearia grandiflora;Salicaceae;14.4;O;FALSE;NA;9.26;14.97;1.7;2.1;2.2;2;20150819;8.054.123.084.484;8.671.809.946.424
FN_A01;7;28;67;mandioqueira;Qualea paraensis;Vochysiaceae;43;O;FALSE;NA;13.99;22.77;4.9;2.8;2.8;5.5;20150819;80.541.563.100.408;86.718.132.292.912
FN_A01;7;28;68;breu manga;Tetragastris altissima;Burseraceae;53.2;O;FALSE;NA;18.06;25.26;3.7;4.6;2.7;4.5;20150819;805.415.617.909.416;867.181.582.962.464
FN_A01;7;28;69;andorinha;Casearia grandiflora;Salicaceae;16.6;O;FALSE;NA;9.08;20.09;3.2;2.6;2.4;3.6;20150819;80.540.814.319.848;86.718.155.186.032
FN_A01;7;28;70;tatapiririca;Tapirira guianensis;Anacardiaceae;21.7;O;FALSE;NA;9.44;20.18;2.6;4.6;4.8;3.9;20150819;805.407.271.503.472;867.181.738.874.688
FN_A01;7;28;71;abiurana;Pouteria gongrijpii;Sapotaceae;40.2;O;FALSE;NA;17.61;24.63;2.7;2.8;2.9;3.1;20150819;80.540.458.822.192;86.718.225.568.208
FN_A01;7;28;72;breu branco;Protium paniculatum;Burseraceae;16.2;O;FALSE;NA;9.05;14.36;2.1;3.7;3.6;2.9;20150819;80.540.544.814.584;86.718.232.863.856
FN_A01;7;28;73;inga vermelho;Inga alba;Fabaceae;17;O;FALSE;NA;7.87;17;3;3.7;4.6;3;20150819;8.054.014.214.788;8.671.828.483.832
FN_A01;7;28;74;louro preto;Nectandra cuspidata;Lauraceae;25.8;O;FALSE;NA;12.41;17.51;4.9;4.5;3.9;3.9;20150819;8.054.055.929.858;8.671.829.278.088
FN_A01;7;28;75;araracanga;Aspidosperma spruceanum;Apocynaceae;16.7;O;FALSE;NA;13.07;19.06;4.2;3.3;4.4;3.5;20150819;8.054.037.392.656;8.671.831.414.824
FN_A01;7;28;76;breu sucuruba;Trattinnickia burserifolia;Burseraceae;13.4;O;FALSE;NA;7.76;13.24;2.1;3.2;1.6;2.1;20150819;80.540.255.128.144;86.718.348.367.616
FN_A01;7;28;77;inga branco;Inga thibaudiana;Fabaceae;10.7;O;FALSE;NA;7.49;15.33;6.6;1.1;2.1;3.4;20150819;8.054.028.939.482;8.671.837.047.752
FN_A01;7;28;78;morta;NA;NA;43;O;TRUE;3;3.42;3.76;4.6;3.3;4.1;3.7;20150819;80.540.232.146.056;86.718.450.792.944
FN_A01;7;28;79;breu branco;Protium paniculatum;Burseraceae;14.1;O;FALSE;NA;5.51;11.03;0.3;0.6;1;5.9;20150819;80.539.533.454;867.184.604.956
FN_A01;7;28;80;louro preto;Ocotea cernua;Lauraceae;36;O;FALSE;NA;10.58;15.89;2.4;2.6;3.2;2.1;20150819;805.400.227.042;867.184.472.492
FN_A01;7;28;81;breu sucuruba;Trattinnickia burserifolia;Burseraceae;44.5;O;FALSE;NA;10.22;17.45;5.5;4.6;3.2;2.6;20150819;805.411.968.394;867.183.651.244
FN_A01;7;28;82;quaruba;Vochysia guianensis;Vochysiaceae;62.3;O;FALSE;NA;7.23;19.52;5.6;3.6;4.1;2.6;20150819;8.054.247.932.464;8.671.847.490.856
FN_A01;7;28;83;cupiuba;Goupia glabra;Goupiaceae;38.1;O;FALSE;NA;23.37;24.18;6;4.6;5.8;4.7;20150819;8.054.238.154.804;8.671.853.418.296
FN_A01;7;28;84;sucuuba;Himatanthus sucuuba;Apocynaceae;51.5;O;FALSE;NA;20.49;32.93;8.3;4.9;4.6;5.9;20150819;8.054.411.755.328;8.671.860.867.992
FN_A01;7;28;85;mandioqueira;Qualea paraensis;Vochysiaceae;50;O;FALSE;NA;16.72;24.21;5.3;5.7;3.8;4.9;20150819;8.054.402.276.444;8.671.844.759.096
FN_A01;7;28;86;tachi vermelho;Tachigali paniculata;Fabaceae;42.9;O;FALSE;NA;16.53;22.81;6.4;5.8;4.1;4.7;20150819;8.054.468.137.024;8.671.841.914.616
FN_A01;7;28;87;morta;NA;NA;63.6;O;TRUE;3;NA;4.93;NA;NA;NA;NA;20150819;805.434.279.698;867.182.373.356
FN_A01;7;28;88;morta;NA;NA;37.1;O;TRUE;1;NA;19.19;NA;NA;NA;NA;20150819;8.054.478.156.248;8.671.826.537.672
FN_A01;7;28;89;morta;NA;NA;47;O;TRUE;1;NA;25.56;NA;NA;NA;NA;20150819;80.544.317.822;867.181.753.052
FN_A01;7;28;90;morta;NA;NA;39.5;O;TRUE;4;NA;3.61;NA;NA;NA;NA;20150819;8.054.418.489.776;8.671.814.959.064
FN_A01;8;29;95;caqui;Diospyros guianensis;Ebenaceae;22.8;O;FALSE;NA;8.29;12.61;1.7;2;5.5;0;20150819;805.373.232.036.073;867.130.552.146.675
FN_A01;8;29;96;tento;Ormosia grossa;Fabaceae;22.6;O;FALSE;NA;3.19;7.84;0.6;0.7;0.5;0.4;20150819;805.370.495.379.496;867.130.776.488.272
FN_A01;8;29;97;breu branco;Protium paniculatum;Burseraceae;22.6;O;FALSE;NA;3.38;14.94;4.4;3.2;6.8;3;20150819;805.370.255.942.368;867.130.844.014.976
FN_A01;8;29;98;tucuma;Astrocaryum aculeatum;Arecaceae;22.1;P;FALSE;NA;16.13;19.5;2.5;2;1.8;2.6;20150819;80.536.950.342.568;86.713.105.624.176
FN_A01;8;29;99;crista;Mucuna rostrata;Fabaceae;22.2;O;FALSE;NA;11.8;16.08;3.4;1;3.3;1.2;20150819;805.371.873.012.032;867.131.239.565.824
FN_A01;8;29;100;urucurana;Sloanea guianensis;Elaeocarpaceae;14.4;O;FALSE;NA;10.47;14.4;3.4;3.4;2.8;1.3;20150819;805.370.067.037.877;867.132.053.035.418
FN_A01;8;29;101;crista;Mucuna rostrata;Fabaceae;20.5;O;FALSE;NA;9.79;14.28;1.8;3;2;3.2;20150819;805.368.983.059.115;867.132.297.913.527
FN_A01;8;29;102;morta;NA;NA;45.1;O;TRUE;1;NA;21.92;NA;NA;NA;NA;20150819;805.364.441.040.688;867.132.483.949.216
FN_A01;8;29;103;louro-seda;Endlicheria ruforamula;Lauraceae;34.1;O;FALSE;NA;14.54;22.35;6.5;3;2.4;2.9;20150819;80.536.533.935.016;86.713.253.474.912
FN_A01;8;29;104;breu branco;Protium paniculatum;Burseraceae;25.9;O;FALSE;NA;7.24;13.24;3.2;4.6;4;0.3;20150819;8.053.654.281.772;8.671.327.530.128
FN_A01;8;29;105;itaubarana;Ormosia excelsa;Fabaceae;65;O;FALSE;NA;16.12;28.04;5.3;10;7.5;7.4;20150819;80.536.914.457.672;86.713.298.230.704
FN_A01;8;29;106;mandioqueira;Qualea paraensis;Vochysiaceae;45.4;O;FALSE;NA;10.41;20.64;4.2;5.4;6;3.5;20150819;8.053.697.051.292;8.671.334.325.064
FN_A01;8;29;107;fava orelha-de-macaco;Enterolobium schomburgkii;Fabaceae;17.8;O;FALSE;NA;7;13.54;1.8;1.6;2.4;2.7;20150819;8.053.651.566.036;8.671.334.987.192
FN_A01;8;29;108;breu manga;Tetragastris altissima;Burseraceae;14.2;O;FALSE;NA;5.83;9.08;0.8;0.8;1.2;0.8;20150819;805.363.643.115.424;867.133.621.413.568
FN_A01;8;29;109;inga vermelho;Inga alba;Fabaceae;10.5;O;FALSE;NA;10.36;13.62;1.5;1.1;2.2;1.8;20150819;80.536.326.024.876;86.713.375.980.512
FN_A01;8;29;110;morta;NA;NA;13;O;TRUE;2;NA;11.2;NA;NA;NA;NA;20150819;8.053.631.637.244;8.671.337.566.128
FN_A01;8;29;111;breu branco;Protium paniculatum;Burseraceae;17.6;O;FALSE;NA;7.11;11.95;3.2;3.2;3.5;2.7;20150819;80.535.547.925.104;86.713.501.137.728
FN_A01;8;29;112;abiurana vermelha;Pouteria gongrijpii;Sapotaceae;65;O;FALSE;NA;14.02;18.06;3.8;2.7;4;1.7;20150819;8.054.064.077.636;8.671.346.389.912
FN_A01;8;29;113;breu manga;Tetragastris altissima;Burseraceae;41.2;O;FALSE;NA;16.2;25.72;1.7;2;7.4;0.7;20150819;8.054.034.336.456;8.671.348.694.752
FN_A01;8;29;114;uxirana;Sacoglottis guianensis;Humiriaceae;50.4;O;FALSE;NA;20.82;31.04;8;2.8;2.4;3.3;20150819;8.054.133.620.212;8.671.326.777.144
FN_A01;8;29;115;abiurana;Pouteria gongrijpii;Sapotaceae;51.6;O;FALSE;NA;15.16;28.84;5.6;4.4;4;4.8;20150819;805.410.672.428.816;867.131.915.518.912
FN_A01;8;29;116;louro-seda;Endlicheria ruforamula;Lauraceae;51;O;FALSE;NA;18.97;29.37;7.7;8;4.6;4.5;20150819;80.539.849.135.992;86.713.230.942.944
FN_A01;8;30;117;tamanqueira;Zanthoxylum rhoifolium;Rutaceae;14.4;O;FALSE;NA;4;11.62;2;2;2.9;1.8;20150819;80.532.267.048.464;86.714.464.292.524
FN_A01;8;30;118;breu manga;Tetragastris altissima;Burseraceae;24.4;O;FALSE;NA;9.87;15.94;1.5;3.7;2.3;1.8;20150819;805.324.451.583.864;867.144.787.372.324
FN_A01;8;30;119;casca seca;Licania canescens;Chrysobalanaceae;12.2;O;FALSE;NA;4.03;10.2;2.3;1.7;1.8;1.6;20150819;80.532.504.643.368;86.714.495.034.088
FN_A01;8;30;120;louro amarelo;Aniba parviflora;Lauraceae;40.8;O;FALSE;NA;12.15;18.01;10.2;1.4;4;4;20150819;805.326.612.022.661;867.145.398.312.633
FN_A01;8;30;121;breu manga;Tetragastris altissima;Burseraceae;37.1;O;FALSE;NA;13.29;22.8;4.8;2.2;2;4;20150819;80.533.465.597.232;86.714.510.798.812
FN_A01;8;30;122;louro amarelo;Aniba parviflora;Lauraceae;51.2;O;FALSE;NA;13.13;25.1;3.3;6;5.3;9.7;20150819;80.533.707.941.592;86.714.638.379.872
FN_A01;8;30;123;andorinha;Casearia grandiflora;Salicaceae;16.4;O;FALSE;NA;12.61;17.92;3.4;1.4;3;1.2;20150819;805.318.469.951.152;867.146.976.530.032
FN_A01;8;30;124;breu manga;Tetragastris altissima;Burseraceae;40.3;O;FALSE;NA;15.22;22.44;2.6;4.4;1.4;3;20150819;80.531.585.415.364;86.714.744.571.174
FN_A01;8;30;125;breu branco;Protium paniculatum;Burseraceae;10.9;O;FALSE;NA;5.85;10.24;1;3.7;2.3;1.5;20150819;805.315.911.568.424;867.147.394.160.884
FN_A01;8;30;126;inhare;Helicostylis sp.;Moraceae;31.5;O;FALSE;NA;13.12;15.84;1.6;1.4;1.3;1.2;20150819;8.053.156.995.236;8.671.474.935.236
FN_A01;8;30;127;tento;Ormosia coccinea;Fabaceae;17.7;O;FALSE;NA;5.5;13.3;4;2.3;3;4.2;20150819;805.315.274.863.136;867.147.692.219.776
FN_A01;8;30;128;morta;NA;NA;49.1;O;TRUE;2;NA;5.44;NA;NA;NA;NA;20150819;805.328.618.924.248;867.148.215.676.668
FN_A01;8;30;129;morta;NA;NA;40.6;O;TRUE;2;NA;0.88;NA;NA;NA;NA;20150819;8.053.364.449.908;8.671.472.182.048
FN_A01;8;30;130;cumaru;Dipteryx odorata;Fabaceae;44.5;O;FALSE;NA;12.48;19.91;11.7;1.4;4.5;5;20150819;805.324.518.969.296;867.148.133.316.736
FN_A01;8;30;131;joao-mole;Neea oppositifolia;Nyctaginaceae;17.1;O;FALSE;NA;4.34;7.66;2.3;0.5;2.7;0.5;20150819;80.531.658.438.516;86.714.822.615.056
FN_A01;8;30;132;ucuuba;Virola michelii;Myristicaceae;18.3;O;FALSE;NA;10.59;14.55;2.2;1;1.5;1;20150819;805.316.780.170.497;867.148.265.896.682
FN_A01;8;30;133;envira preta;Guatteria schomburgkiana;Annonaceae;20.4;O;FALSE;NA;8.98;14.7;4.8;1.7;4;3.5;20150819;805.311.021.640.696;867.148.270.760.236
FN_A01;8;30;134;parapara;Jacaranda copaia;Bignoniaceae;15.2;O;FALSE;NA;12.69;13.7;1.6;0.6;0.8;0.6;20150819;805.309.853.682.728;867.148.634.500.948
FN_A01;8;30;135;morta;NA;NA;35.3;O;TRUE;2;NA;3.77;NA;NA;NA;NA;20150819;805.312.105.515.472;867.148.538.023.552
FN_A01;8;30;136;mamoninha;Esenbeckia febrifuga;Rutaceae;35;O;FALSE;NA;10.04;15.73;2.2;4.8;0.7;4.5;20150819;805.309.632.957.008;867.149.303.091.328
FN_A01;8;30;137;itaubarana;Ormosia excelsa;Fabaceae;78;O;FALSE;NA;10.02;23.28;9;4.4;5.3;5.2;20150819;80.534.614.551.304;86.714.855.698.864
FN_A01;8;30;138;carapanauba;Aspidosperma excelsum;Apocynaceae;73;O;FALSE;NA;16.89;25.38;6;4.3;4;6.4;20150819;80.532.459.082.272;86.714.837.229.412
FN_A01;8;30;139;morta;NA;NA;56;O;TRUE;1;NA;4.24;NA;NA;NA;NA;20150819;8.053.664.450.032;8.671.473.052.872
FN_A01;8;30;140;cumaru;Dipteryx odorata;Fabaceae;61.9;O;FALSE;NA;11.7;14.29;0.6;1;1.2;2.7;20150819;80.534.632.912.016;86.714.942.088.556
FN_A01;8;31;141;quarubarana;Erisma uncinatum;Vochysiaceae;23;O;FALSE;NA;9.77;15.19;2.5;2;2.2;3;20150819;80.527.876.393.676;867.158.904.282.424
FN_A01;8;31;142;breu branco;Protium paniculatum;Burseraceae;24.5;O;FALSE;NA;9.6;15.98;2.7;2.3;4;2;20150819;80.527.735.596.576;867.159.352.273.344
FN_A01;8;31;143;sucuuba;Himatanthus sucuuba;Apocynaceae;42.3;O;FALSE;NA;17.92;29.28;3.3;3;3.3;2.6;20150819;80.527.558.486.596;867.159.555.483.304
FN_A01;8;31;144;crista;Mucuna rostrata;Fabaceae;13.7;O;FALSE;NA;8.72;13.76;2.4;1.4;3.5;1.2;20150819;805.277.302.747.126;867.159.683.022.596
FN_A01;8;31;145;jacareuba;Calophyllum brasiliense;Calophyllaceae;32.4;O;FALSE;NA;11.78;22.72;5.2;3.2;4;3.8;20150819;8.052.753.331.024;86.715.991.267.296
FN_A01;8;31;146;carapanauba;Aspidosperma excelsum;Apocynaceae;86.4;O;FALSE;NA;24.27;31.68;5.6;5.7;4.2;7;20150819;8.052.803.858.952;86.716.022.923.728
FN_A01;8;31;147;abiurana;Pouteria gongrijpii;Sapotaceae;35.3;O;FALSE;NA;8.79;17.53;3.2;3.3;1.5;2.8;20150819;8.052.812.535.138;86.716.110.840.212
FN_A01;8;31;148;morta;NA;NA;91;O;TRUE;3;NA;3.84;NA;NA;NA;NA;20150819;8.052.798.067.362;86.716.122.117.108
FN_A01;8;31;149;parapara;Jacaranda copaia;Bignoniaceae;19.4;O;FALSE;NA;16.51;17.81;3.7;0.6;0.9;2.7;20150819;80.526.876.590.094;867.161.450.788.156
