area,group_code,plot,common_name,scienfic_name,family_name,tree,WSD,DBH,type,canopy,Light,Dead,D_class,date,UTM_Easting,UTM_Northing,
JAM_A02,T04,T04_P1,MORTA,NA,NA,9,NA,49.7,O,NA,NA,D,4,20131217,498725.4738,8988925.829,
JAM_A02,T04,T04_P1,ABIURANA VERMELHA,Pouteria gongrijpii,Sapotaceae,10,0.80,47.2,O,C,2,A,NA,20131217,498729.4725,8988925.726,
JAM_A02,T04,T04_P1,TAXI VERMELHO,Tachigali alba,Fabaceae,11,0.56,43.9,O,E,1,A,NA,20131217,498731.784,8988921.686,
JAM_A02,T04,T04_P1,FAVA FOLHA FINA,Parkia sp.,Fabaceae,12,0.45,36.9,O,C,1,A,NA,20131217,498745.9355,8988919.33,
JAM_A02,T04,T04_P1,TIMBORANA,Pseudopiptadenia suaveolens,Fabaceae,13,0.68,52,O,E,1,A,NA,20131217,498747.5293,8988937.198,
JAM_A02,T04,T04_P1,ACARIQUARA,Minquartia guianensis,Olacaceae,14,0.77,15.4,O,S,1,A,NA,20131217,498759.4278,8988961.067,
JAM_A02,T04,T04_P1,SORVA,Couma guianensis,Apocynaceae,145a,0.47,46,O,C,2,A,NA,20131217,498758.1202,8988954.832,
JAM_A02,T04,T04_P1,INHARE,Helicostylis sp.,Moraceae,15,0.65,15.7,O,S,2,A,NA,20131217,498762.4439,8988959.496,
JAM_A02,T04,T04_P1,TAXI PRETO,Tachigali myrmecophila,Fabaceae,16,0.53,36.3,O,E,1,A,NA,20131217,498763.3622,8988956.687,
JAM_A02,T04,T04_P1,TENTO,Ormosia coccinea,Fabaceae,17,0.63,13.2,O,S,2,A,NA,20131217,498763.1671,8988959.179,
JAM_A02,T04,T04_P1,ROXINHO,Peltogyne leicointei,Fabaceae,142a,0.80,53,O,E,1,A,NA,20131217,498769.3181,8988913.751,
JAM_A02,T04,T04_P1,COPAIBA,Copaifera reticulata,Fabaceae,18,0.61,41.5,O,E,1,A,NA,20131217,498766.2888,8988939.697,
JAM_A02,T04,T04_P2,ALGODAO BRABO,NI,NI,122a,0.64,52,O,E,1,A,NA,20131217,498868.4312,8988971.335,
JAM_A02,T04,T04_P2,BREU BARROTE,Tetragastris panamensis,Burseraceae,125a,0.73,37.1,O,C,2,A,NA,20131217,498869.728,8988968.183,
JAM_A02,T04,T04_P2,ANGELIM RAJADO,Zygia racemosa,Fabaceae,20,0.75,10.5,O,S,2,A,NA,20131217,498877.6477,8988974.041,
JAM_A02,T04,T04_P2,MAPATIRANA,Pourouma minor,Urticaceae,32a,0.44,41.3,O,E,1,A,NA,20131217,498882.1757,8988963.255,
JAM_A02,T04,T04_P2,QUARUBA,Vochysia guianensis,Vochysiaceae,34a,0.51,42,O,C,1,A,NA,20131217,498884.7198,8988964.502,
JAM_A02,T04,T04_P2,MORTA,NA,NA,121a,NA,26.2,O,NA,NA,D,1,20131217,498883.194,8988970.615,
JAM_A02,T04,T04_P2,ALGODAO BRABO,NI,NI,21,0.64,19.7,O,S,2,A,NA,20131217,498884.4123,8988970.636,
JAM_A02,T04,T04_P2,PARAPARA,Jacaranda copaia,Bignoniaceae,22,0.35,37.9,O,E,1,A,NA,20131217,498898.5459,8988949.967,
JAM_A02,T04,T04_P2,MARIA PRETA,Zizyphus itacaiunensis,Ramnaceae,23,0.84,11.9,O,S,1,A,NA,20131217,498899.0239,8988973.381,
JAM_A02,T04,T04_P2,BABA큣,Attalea speciosa,Arecaceae,24,0.33,28.1,P,S,1,A,NA,20131217,498901.5596,8988977.113,
JAM_A02,T04,T04_P2,UCUUBA VERMELHA,Virola elongata,Myristicaceae,25,0.52,14,O,S,2,A,NA,20131217,498907.8587,8988974.756,
JAM_A02,T04,T04_P2,TAXI PRETO,Tachigali myrmecophila,Fabaceae,26,0.53,19.3,O,S,1,A,NA,20131217,498911.1262,8988976.373,
JAM_A02,T04,T04_P2,NI,NI,NI,27,0.64,53.1,O,E,1,A,NA,20131217,498909.9859,8988958.064,
JAM_A02,T04,T04_P2,FAVA FOLHA FINA,Parkia sp.,Fabaceae,28,0.45,41,O,C,1,A,NA,20131217,498916.9516,8988958.756,
JAM_A02,T04,T04_P2,INHARE,Helicostylis sp.,Moraceae,29,0.65,47.3,O,C,2,A,NA,20131217,498923.7594,8988935.57,
JAM_A02,T04,T04_P2,FAVA FOLHA FINA,Parkia sp.,Fabaceae,30,0.45,50.8,O,E,1,A,NA,20131217,498912.8396,8988938.462,
JAM_A02,T04,T04_P2,NI,NI,NI,31,0.64,36.7,O,C,2,A,NA,20131217,498901.9725,8988949.314,
JAM_A02,T04,T04_P2,PIQUIA,Caryocar villosum,Caryocaraceae,32,0.76,40.2,O,C,2,A,NA,20131217,498893.5536,8988954.443,
JAM_A02,T04,T04_P2,PARAPARA,Jacaranda copaia,Bignoniaceae,33,0.35,45.7,O,C,1,A,NA,20131217,498885.7561,8988940.742,
JAM_A02,T04,T04_P2,IPE AMARELO,Handroanthus serratifolius,Bignoniaceae,34,0.64,22,O,S,2,A,NA,20131217,498914.2653,8988973.603,
JAM_A02,T04,T04_P3,MURTA,Strychnos subcordata,Loganiaceae,35,0.54,38.1,O,S,2,A,NA,20131217,499026.1096,8988991.457,
JAM_A02,T04,T04_P3,MATAMATA BRANCO,Eschweilera coriacea,Lecythidaceae,36,0.85,56.7,O,C,2,A,NA,20131217,499027.9089,8988991.51,
JAM_A02,T04,T04_P3,ANGELIM VERMELHO,Dinizia excelsa,Fabaceae,107a,0.94,140,O,E,1,A,NA,20131217,499028.0751,8988991.22,
JAM_A02,T04,T04_P3,JATEREU,Lecythis idatimon,Lecythidaceae,37,0.82,14.3,O,S,2,A,NA,20131217,499027.6331,8988993.171,
JAM_A02,T04,T04_P3,JUTAI MIRIM,Hymenaea intermedia,Fabaceae,38,0.82,55,O,C,2,A,NA,20131217,499030.229,8988990.596,
JAM_A02,T04,T04_P3,FAVA FOLHA FINA,Parkia sp.,Fabaceae,39,0.45,23.3,O,S,1,A,NA,20131217,499035.5247,8988988.984,
JAM_A02,T04,T04_P3,A큐I,Euterpe oleracea,Arecaceae,40,0.41,13.8,P,S,1,A,NA,20131217,499035.5689,8988988.789,
JAM_A02,T04,T04_P3,PINTADINHO,Poeppigia sp.,Fabaceae,41,0.69,10.2,O,S,2,A,NA,20131217,499045.2477,8988993.588,
JAM_A02,T04,T04_P3,MATAMATA VERMELHO,Eschweilera grandifolia,Lecythidaceae,42,0.88,48.2,O,C,1,A,NA,20131217,499051.3335,8988993.373,
JAM_A02,T04,T04_P3,UCUUBA VERMELHA,Virola elongata,Myristicaceae,43,0.52,18.6,O,S,2,A,NA,20131217,499062.2153,8988991.531,
JAM_A02,T04,T04_P3,BREU,Protium hepytaphillum ,Burseraceae,44,0.63,13.4,O,S,2,A,NA,20131217,499053.5095,8988992.651,
JAM_A02,T04,T04_P3,CAFEZINHO,Heisteria densifrons,Olacaceae,45,0.65,10.5,O,S,2,A,NA,20131217,499057.7644,8988993.855,
JAM_A02,T04,T04_P3,MERAUBA,Mouriri collocarpa,Melastomataceae,46,0.83,17.8,O,S,2,A,NA,20131217,499059.7922,8988989.791,
JAM_A02,T04,T04_P3,MUIRATINGA,Maquira sclerophylla,Moraceae,47,0.53,11,O,S,2,A,NA,20131217,499058.6149,8988989.659,
JAM_A02,T04,T04_P3,MUIRACATIARA,Astronium gracile,Anacardiaceae,48,0.73,42.8,O,E,1,A,NA,20131217,499065.6119,8988989.863,
JAM_A02,T04,T04_P3,MORTA,NA,NA,49,NA,35.1,O,NA,NA,D,3,20131217,499057.544,8988985.504,
JAM_A02,T04,T04_P3,A큞ITA CAVALO,Luehea speciosa,Malvaceae,62a,0.51,61,O,C,1,A,NA,20131217,499069.9709,8988975.069,
JAM_A02,T04,T04_P3,ENVIRA CURIMA,NI,NI,50,0.64,52.8,O,C,1,A,NA,20131217,499069.0135,8988973.077,
JAM_A02,T04,T04_P3,MATAMATA VERMELHO,Eschweilera grandifolia,Lecythidaceae,51,0.88,38.4,O,C,2,A,NA,20131217,499065.8893,8988960.223,
JAM_A02,T04,T04_P3,MUIRACATIARA,Astronium gracile,Anacardiaceae,52,0.73,80.5,O,E,1,A,NA,20131217,499075.8851,8988960.515,
JAM_A02,T04,T04_P3,ACARIQUARA,Minquartia guianensis,Olacaceae,53,0.77,39.4,O,S,2,A,NA,20131217,499066.6579,8988952.392,
JAM_A02,T04,T04_P3,ANGELIM PEDRA,Hymenolobium petraeum,Fabaceae,54,0.71,50.2,O,C,1,A,NA,20131217,499068.0995,8988950.471,
JAM_A02,T04,T04_P3,ENVIRA CURIMA,NI,NI,55,0.64,51.6,O,C,1,A,NA,20131217,499071.5403,8988948.608,
JAM_A02,T04,T04_P3,GUARIUBA,Clarisia racemosa,Moraceae,56,0.59,51.1,O,S,2,A,NA,20131217,499053.548,8988948.082,
JAM_A02,T04,T04_P3,ROXINHO,Peltogyne leicointei,Fabaceae,57,0.80,44.4,O,S,2,A,NA,20131217,499059.6809,8988969.859,
JAM_A02,T04,T04_P3,SUCUPIRA PELE DE SAPO,NI,NI,61a,0.64,47.7,O,C,1,A,NA,20131217,499052.0208,8988972.58,
JAM_A02,T04,T04_P3,MUIRAPIRANGA,Brosimum rubescens,Moraceae,58,0.83,47.2,O,S,1,A,NA,20131217,499046.1289,8988967.499,
JAM_A02,T04,T04_P3,MORTA,NA,NA,60a,NA,45.9,O,NA,NA,D,1,20131217,499045.1393,8988976.306,
JAM_A02,T04,T04_P4,ROXINHO,Peltogyne leicointei,Fabaceae,59,0.80,22,O,S,2,A,NA,20131217,499172.1741,8989002.499,
JAM_A02,T04,T04_P4,TINTERO,Miconia surinamensis,NI,60,0.61,11.9,O,S,2,A,NA,20131217,499174.2435,8989002.816,
JAM_A02,T04,T04_P4,ANGELIM VERMELHO,Dinizia excelsa,Fabaceae,61,0.94,130.5,O,C,2,A,NA,20131217,499191.5157,8989003.797,
JAM_A02,T04,T04_P4,TIMBORANA,Pseudopiptadenia suaveolens,Fabaceae,62,0.68,12.5,O,S,2,A,NA,20131217,499195.9406,8989004.547,
JAM_A02,T04,T04_P4,MORTA,NA,NA,63,NA,11.5,O,NA,NA,D,3,20131217,499200.9916,8989005.134,
JAM_A02,T04,T04_P4,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,64,0.89,11.1,O,S,2,A,NA,20131217,499201.9174,8989004.986,
JAM_A02,T04,T04_P4,TAXI PRETO,Tachigali myrmecophila,Fabaceae,65,0.53,10.9,O,S,2,A,NA,20131217,499205.0579,8989005.564,
JAM_A02,T04,T04_P4,BABA큣,Attalea speciosa,Arecaceae,66,0.33,26.6,P,S,2,A,NA,20131217,499210.5531,8989004.379,
JAM_A02,T04,T04_P4,JUTAI POROROCA,Dialium guianense,Fabaceae,67,0.89,13.8,O,S,2,A,NA,20131217,499216.3588,8989009.002,
JAM_A02,T04,T04_P4,ANGELIM,Dinizia excelsa,Fabaceae,68,0.94,100,O,C,1,A,NA,20131217,499208.7121,8988995.787,
JAM_A02,T04,T04_P4,GOIABAO,Pradosia praealta,Sapotaceae,86a,0.73,42.3,O,C,2,A,NA,20131217,499201.1324,8988992.361,
JAM_A02,T04,T04_P4,GUARIUBA,Clarisia racemosa,Moraceae,87a,0.59,59.2,O,C,1,A,NA,20131217,499193.6885,8988987.945,
JAM_A02,T04,T04_P4,MORTA,NA,NA,69,NA,35.9,O,NA,NA,D,3,20131217,499196.6358,8988981.123,
JAM_A02,T04,T04_P4,ACARIQUARANA,Rinorea guianensis,Violaceae,70,0.78,50.1,O,S,2,A,NA,20131217,499181.9793,8988985.283,
JAM_A02,T04,T04_P4,LOURO PIMENTA,Ocotea canaliculata,Lauraceae,71,0.48,42,O,C,2,A,NA,20131217,499187.6025,8988973.621,
JAM_A02,T04,T04_P4,CASCA SECA,Licania canescens,Chrysobalanaceae,72,0.88,46.1,O,C,1,A,NA,20131217,499178.1139,8988962.099,
JAM_A02,T04,T04_P4,INHARE,Helicostylis sp.,Moraceae,73,0.65,44.4,O,C,2,A,NA,20131217,499183.6491,8988958.42,
JAM_A02,T04,T04_P4,ROXINHO,Peltogyne leicointei,Fabaceae,74,0.80,36.4,O,C,1,A,NA,20131217,499193.0018,8988970.932,
JAM_A02,T04,T04_P4,GUARIUBA,Clarisia racemosa,Moraceae,75,0.59,53.2,O,C,2,A,NA,20131217,499199.719,8988973.311,
JAM_A02,T04,T04_P4,ROXINHO,Peltogyne leicointei,Fabaceae,76,0.80,37.6,O,C,2,A,NA,20131217,499200.6217,8988959.384,
JAM_A02,T04,T04_P4,INHARE,Helicostylis sp.,Moraceae,77,0.65,39.8,O,C,2,A,NA,20131217,499202.6185,8988959.497,
JAM_A02,T04,T04_P4,TAUARI,Couratari stellata,Lecythidaceae,78,0.63,78.5,O,E,1,A,NA,20131217,499223.4967,8988968.67,
JAM_A02,T04,T04_P4,UCUUBA BRANCA,Virola crebrinervia,Myristicaceae,79,0.50,51,O,C,2,A,NA,20131217,499224.3593,8988969.718,
JAM_A02,T04,T04_P4,MORTA,NA,NA,80,NA,59,O,NA,NA,D,3,20131217,499224.7266,8988981.72,
JAM_A02,T05,T05_P1,A큞ITA CAVALO,Luehea speciosa,Malvaceae,1,0.51,19.9,O,S,2,A,NA,20131215,498840.0732,8987965.526,
JAM_A02,T05,T05_P1,ANGELIM RAJADO,Zygia racemosa,Fabaceae,2,0.75,30.1,O,C,2,A,NA,20131215,498840.6286,8987964.846,
JAM_A02,T05,T05_P1,LACRAO,Vismia floribunda,Hypericaceae,3,0.47,61.2,O,C,1,A,NA,20131215,498839.348,8987949.508,
JAM_A02,T05,T05_P1,PINTADINHO,Poeppigia sp.,Fabaceae,4,0.69,40,O,C,1,A,NA,20131215,498843.1068,8987952.637,
JAM_A02,T05,T05_P1,BREU BARROTE,Tetragastris panamensis,Burseraceae,5,0.73,22,O,S,2,A,NA,20131215,498846.6887,8987964.256,
JAM_A02,T05,T05_P1,INHARE,Helicostylis sp.,Moraceae,6,0.65,16.5,O,S,2,A,NA,20131215,498852.6453,8987964.962,
JAM_A02,T05,T05_P1,TIMBORANA,Pseudopiptadenia suaveolens,Fabaceae,7,0.68,19.6,O,S,2,A,NA,20131215,498853.145,8987964.98,
JAM_A02,T05,T05_P1,ANGELIM PEDRA,Hymenolobium petraeum,Fabaceae,142a,0.71,85.6,O,E,1,A,NA,20131215,498855.984,8987967.077,
JAM_A02,T05,T05_P1,TAXI BRANCO,Tachigali paniculata,Fabaceae,8,0.56,10.8,O,S,2,A,NA,20131215,498859.1812,8987964.689,
JAM_A02,T05,T05_P1,MAPATIRANA,Pourouma minor,Urticaceae,9,0.44,15.5,O,S,2,A,NA,20131215,498859.6818,8987967.205,
JAM_A02,T05,T05_P1,ANGELIM PEDRA,Hymenolobium petraeum,Fabaceae,141a,0.71,80,O,C,1,A,NA,20131215,498861.6974,8987958.279,
JAM_A02,T05,T05_P1,LOURO,Ocotea sp.,Lauraceae,10,0.50,10.1,O,S,2,A,NA,20131215,498864.6629,8987967.578,
JAM_A02,T05,T05_P1,BREU,Protium hepytaphillum ,Burseraceae,11,0.63,24.9,O,S,2,A,NA,20131215,498870.4514,8987967.878,
JAM_A02,T05,T05_P1,TAXI VERMELHO,Tachigali alba,Fabaceae,12,0.56,11.5,O,S,2,A,NA,20131215,498869.4352,8987965.544,
JAM_A02,T05,T05_P1,UCUUBA BRANCA,Virola crebrinervia,Myristicaceae,13,0.50,74.1,O,E,1,A,NA,20131215,498872.85,8987956.666,
JAM_A02,T05,T05_P1,ANGELIM PEDRA,Hymenolobium petraeum,Fabaceae,20a,0.71,58.5,O,C,1,A,NA,20131215,498875.0876,8987953.745,
JAM_A02,T05,T05_P1,INGA VERMELHO,Inga alba,Fabaceae,21a,0.59,42,O,C,2,A,NA,20131215,498881.8446,8987956.977,
JAM_A02,T05,T05_P1,MORTA,NA,NA,22a,NA,53,O,NA,NA,D,4,20131215,498883.8434,8987957.047,
JAM_A02,T05,T05_P1,ABIURANA VERMELHA,Pouteria gongrijpii,Sapotaceae,14,0.80,42.1,O,C,2,A,NA,20131215,498884.9136,8987931.094,
JAM_A02,T05,T05_P1,TAXI VERMELHO,Tachigali alba,Fabaceae,15,0.56,48,O,C,2,A,NA,20131215,498868.6844,8987933.531,
JAM_A02,T05,T05_P1,INHARE,Helicostylis sp.,Moraceae,16,0.65,49.7,O,C,2,A,NA,20131215,498866.0842,8987928.443,
JAM_A02,T05,T05_P1,ENVIRA PRETA,Guatteria schomburgkiana,Annonaceae,17,0.60,43.2,O,C,2,A,NA,20131215,498863.6874,8987933.358,
JAM_A02,T05,T05_P2,URUCURANA,Sloanea guianensis,Elaeocarpaceae,18,0.82,18.1,O,S,2,A,NA,20131215,498984.5582,8987975.224,
JAM_A02,T05,T05_P2,SUCUPIRA PRETA,Bowdichia nitida,Fabaceae,19,0.81,19.2,O,S,1,A,NA,20131215,498992.7789,8987973.823,
JAM_A02,T05,T05_P2,TAUARI,Couratari stellata,Lecythidaceae,20,0.63,36.7,O,E,1,A,NA,20131215,499000.092,8987955.166,
JAM_A02,T05,T05_P2,LOURO PRETO,Nectandra cuspidata,Lauraceae,21,0.56,18.1,O,S,2,A,NA,20131215,498997.3853,8987973.347,
JAM_A02,T05,T05_P2,INHARE,Helicostylis sp.,Moraceae,22,0.65,14.8,O,S,2,A,NA,20131215,499000.5036,8987972.197,
JAM_A02,T05,T05_P2,BREU DE LEITE,Thyrsodium paraense,Anacardiaceae,23,0.61,11,O,S,2,A,NA,20131215,499002.7502,8987975.309,
JAM_A02,T05,T05_P2,TANIMBUCA AMARELA,Buchenavia congesta,Combretaceae,24,0.71,55,O,C,2,A,NA,20131215,499005.3318,8987970.431,
JAM_A02,T05,T05_P2,PINTADINHO,Poeppigia sp.,Fabaceae,25,0.69,18.1,O,S,2,A,NA,20131215,499007.255,8987974.928,
JAM_A02,T05,T05_P2,GUARIUBA,Clarisia racemosa,Moraceae,26,0.59,20.8,O,S,2,A,NA,20131215,499013.0295,8987976.31,
JAM_A02,T05,T05_P2,INHARE,Helicostylis sp.,Moraceae,27,0.65,13.9,O,S,2,A,NA,20131215,499013.3461,8987975.324,
JAM_A02,T05,T05_P2,ACARIQUARA,Minquartia guianensis,Olacaceae,28,0.77,11.2,O,S,2,A,NA,20131215,499013.2496,8987975.119,
JAM_A02,T05,T05_P2,BREU BARROTE,Tetragastris panamensis,Burseraceae,29,0.73,36.3,O,S,2,A,NA,20131215,499012.8567,8987968.796,
JAM_A02,T05,T05_P2,BREU MANGA,Tetragastris altissima,Burseraceae,117a,0.71,70,O,C,1,A,NA,20131215,499014.8375,8987969.893,
JAM_A02,T05,T05_P2,INHARE,Helicostylis sp.,Moraceae,30,0.65,42.1,O,C,2,A,NA,20131215,499015.1693,8987973.912,
JAM_A02,T05,T05_P2,INGA VERMELHO,Inga alba,Fabaceae,31,0.59,37.4,O,C,2,A,NA,20131215,499014.7123,8987977.292,
JAM_A02,T05,T05_P2,MORTA,NA,NA,32,NA,27.5,O,NA,NA,D,4,20131215,499018.7735,8987973.587,
JAM_A02,T05,T05_P2,MUIRATINGA,Maquira sclerophylla,Moraceae,33,0.53,40,O,C,2,A,NA,20131215,499026.114,8987976.947,
JAM_A02,T05,T05_P2,MAPATIRANA,Pourouma minor,Urticaceae,42a,0.44,43.8,O,C,2,A,NA,20131215,499020.4494,8987963.162,
JAM_A02,T05,T05_P2,MAPATIRANA,Pourouma minor,Urticaceae,34,0.44,47.1,O,C,2,A,NA,20131215,499020.534,8987958.162,
JAM_A02,T05,T05_P2,TIMBORANA,Pseudopiptadenia suaveolens,Fabaceae,35,0.68,43,O,C,2,A,NA,20131215,499016.293,8987942.946,
JAM_A02,T05,T05_P2,ABIURANA BRANCA,Pouteria guianensis,Sapotaceae,36,0.93,49.8,O,C,2,A,NA,20131215,499030.4626,8987932.628,
JAM_A02,T05,T05_P2,MAPATIRANA,Pourouma minor,Urticaceae,37,0.44,43.5,O,C,2,A,NA,20131215,499012.1624,8987950.75,
JAM_A02,T05,T05_P2,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,38,0.46,41.2,O,C,2,A,NA,20131215,499011.1805,8987949.702,
