Area,plot,tree,common_name,scienfic_name,family_name,WSD,DBH,BA,AGB,type,Dead,D_class,Hcom,Htot,RN,RS,RE,RW,Date,UTM Easting,UTM Northing
SFX_A03,P10,1,CACAU,Theobroma glaucum,Malvaceae,0.53,13.1,0.013478218,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377007.7971,9284050.401
SFX_A03,P10,2,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,22.7,0.040470782,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377005.7971,9284046.801
SFX_A03,P10,3,TUCUMA,Astrocaryum aculeatum,Arecaceae,0.51,22.5,0.039760782,0.104212762,P,A,NA,NA,NA,NA,NA,NA,NA,20120730,377004.7971,9284038.201
SFX_A03,P10,4,INGA,Inga marginata,Fabaceae,0.57,16.2,0.020611989,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377003.7971,9284033.201
SFX_A03,P10,5,INGA,Inga marginata,Fabaceae,0.57,16.5,0.021382465,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,376986.7971,9284032.201
SFX_A03,P10,6,BREU DE LEITE,Thyrsodium paraense,Anacardiaceae,0.61,12.1,0.011499015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,376993.7971,9284030.801
SFX_A03,P10,7,CACAU,Theobroma glaucum,Malvaceae,0.53,14.4,0.016286016,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377002.7971,9284031.201
SFX_A03,P10,8,INGA,Inga marginata,Fabaceae,0.57,22.1,0.038359632,0.131798296,O,A,NA,5.18,9.25,4.2,4.6,3.6,3.2,20120730,376998.7971,9284027.201
SFX_A03,P10,9,CACAU,Theobroma glaucum,Malvaceae,0.53,12.8,0.012867964,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,376994.7971,9284024.701
SFX_A03,P10,10,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,11,0.009503318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377003.7971,9284026.401
SFX_A03,P10,11,TARUMA,Vitex triflora,Lamiaceae,0.56,12.8,0.012867964,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,376993.7971,9284019.201
SFX_A03,P10,12,PRATUDO,Simaba cedron,Simaroubaceae,0.47,13.6,0.014526724,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377007.7971,9284013.201
SFX_A03,P10,13,MORTA,NA,NA,0.6,15.1,0.017907864,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377007.7971,9284015.401
SFX_A03,P10,14,PRATUDO,Simaba cedron,Simaroubaceae,0.47,13.9,0.015174678,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377010.7971,9284011.201
SFX_A03,P10,15,CACAU,Theobroma glaucum,Malvaceae,0.53,12.5,0.012271846,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377017.1971,9284055.901
SFX_A03,P10,16,BARROTE,Tetragastris altissima,Burseraceae,0.71,14.8,0.017203361,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377018.0971,9284054.201
SFX_A03,P10,17,MORTA,NA,NA,0.6,24.1,0.045616711,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377018.7971,9284053.901
SFX_A03,P10,18,UCUUBA,Virola melinoni,Myristicaceae,0.48,11,0.009503318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377016.7971,9284051.201
SFX_A03,P10,19,MORTA,NA,NA,0.6,20.7,0.033653526,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377017.7971,9284050.801
SFX_A03,P10,20,NI,NI,NI,0.62,12.2,0.011689866,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377021.7971,9284048.301
SFX_A03,P10,21,NI,NI,NI,0.62,11.4,0.010207035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377025.7971,9284045.201
SFX_A03,P10,22,PRATUDO,Simaba cedron,Simaroubaceae,0.47,10.3,0.008332289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377026.0971,9284044.901
SFX_A03,P10,23,MUTUTI,Pterocarpus sp.,Fabaceae,0.51,16,0.020106193,0.072880787,O,A,NA,10.92,10.92,2.6,0.3,0.4,0.5,20120730,377026.7971,9284044.501
SFX_A03,P10,24,TENTO,Ormosia grossa,Fabaceae,0.62,10,0.007853982,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377015.1971,9284045.001
SFX_A03,P10,25,PAU SANTO,Zollernia paraensis,Fabaceae,0.99,10.5,0.008659015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377015.7971,9284040.001
SFX_A03,P10,26,INGA,Inga marginata,Fabaceae,0.57,31.5,0.077931133,0.673756977,O,A,NA,23.28,23.28,4.5,3.8,4.3,4.2,20120730,377018.7971,9284037.201
SFX_A03,P10,27,PATA DE VACA,Bauhinia forficata,Fabaceae,0.6,13.1,0.013478218,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377017.7971,9284037.201
SFX_A03,P10,28,BURANGICA,Galipea trifoliata,NI,0.62,16.6,0.021642432,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377029.7971,9284037.201
SFX_A03,P10,29,CACAU,Theobroma glaucum,Malvaceae,0.53,14.9,0.017436625,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377033.7971,9284036.201
SFX_A03,P10,30,INAJA,Attalea maripa,Arecaceae,0.33,27.4,0.058964553,0.150252137,P,A,NA,NA,NA,NA,NA,NA,NA,20120730,377033.7971,9284035.201
SFX_A03,P10,31,MORTA,NA,NA,0.6,16.8,0.022167078,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377032.7971,9284034.201
SFX_A03,P10,32,CACAU,Theobroma glaucum,Malvaceae,0.53,11.6,0.010568318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377028.7971,9284038.201
SFX_A03,P10,33,NI,NI,NI,0.62,14.1,0.015614501,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377028.7971,9284033.201
SFX_A03,P10,34,CACAU,Theobroma glaucum,Malvaceae,0.53,13.2,0.013684778,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377038.7971,9284034.201
SFX_A03,P10,35,CANELA DE ANTA,NI,NI,0.62,11,0.009503318,0.023605566,O,A,NA,6.18,6.18,1.3,0.8,2.8,0.7,20120730,377039.7971,9284034.201
SFX_A03,P10,36,NI,NI,NI,0.62,16.8,0.022167078,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377035.7971,9284031.201
SFX_A03,P10,37,MORTA,NA,NA,0.6,15.3,0.018385386,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377036.7971,9284030.301
SFX_A03,P10,38,NI,NI,NI,0.62,12.7,0.012667687,0.046738253,O,A,NA,9.18,9.18,2,0.7,1.1,1,20120730,377032.7971,9284030.501
SFX_A03,P10,39,MACUCU,Licania heteromorpha,Chrysobalanaceae,0.82,17.3,0.023506182,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377031.7971,9284030.401
SFX_A03,P10,40,UCUUBA,Virola melinoni,Myristicaceae,0.48,13.1,0.013478218,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377027.7971,9284030.501
SFX_A03,P10,41,CACAU,Theobroma glaucum,Malvaceae,0.53,14.3,0.016060607,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377014.0971,9284030.201
SFX_A03,P10,42,SORVA,Couma guianensis,Apocynaceae,0.47,15.9,0.019855651,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377019.7971,9284029.201
SFX_A03,P10,43,PARICARANA,Dimorphandra macrostachya,Fabaceae,0.6,10.7,0.008992024,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377022.7971,9284028.101
SFX_A03,P10,44,INAJA,Attalea maripa,Arecaceae,0.33,32.7,0.08398184,0.208656993,P,A,NA,NA,NA,NA,NA,NA,NA,20120730,377026.7971,9284028.201
SFX_A03,P10,45,PEDRA UMI,NI,NI,0.62,14,0.015393804,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377030.7971,9284027.201
SFX_A03,P10,46,CACAU,Theobroma glaucum,Malvaceae,0.53,11.2,0.009852035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377035.7971,9284026.201
SFX_A03,P10,47,CACAU,Theobroma glaucum,Malvaceae,0.53,14.4,0.016286016,0.047363483,O,A,NA,8.47,8.47,NA,NA,NA,NA,20120730,377034.7971,9284024.201
SFX_A03,P10,48,PRATUDO,Simaba cedron,Simaroubaceae,0.47,11.7,0.010751315,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377021.7971,9284026.201
SFX_A03,P10,49,PARICARANA,Dimorphandra macrostachya,Fabaceae,0.6,25.7,0.051874763,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377016.7971,9284024.701
SFX_A03,P10,50,PRATUDO,Simaba cedron,Simaroubaceae,0.47,13.1,0.013478218,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377015.5971,9284021.201
SFX_A03,P10,51,MORTA,NA,NA,0.6,15.9,0.019855651,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377018.7971,9284018.201
SFX_A03,P10,52,CACAU,Theobroma glaucum,Malvaceae,0.53,11.2,0.009852035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377022.7971,9284019.201
SFX_A03,P10,53,FAVA MARIMARI,Cassia fastuosa,Fabaceae,0.81,17.2,0.023235219,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377024.7971,9284017.201
SFX_A03,P10,54,PRATUDO,Simaba cedron,Simaroubaceae,0.47,10.1,0.008011847,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377020.7971,9284013.201
SFX_A03,P10,55,MARAMARA,Miconia pyrifolia,Melastomataceae,0.63,15.7,0.019359279,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377017.7971,9284011.201
SFX_A03,P10,56,INAJA,Attalea maripa,Arecaceae,0.33,32,0.080424772,0.200438567,P,A,NA,NA,NA,NA,NA,NA,NA,20120730,377013.9971,9284013.201
SFX_A03,P11,1,JUREMA,Mimosa hostilis,Fabaceae,0.45,12.5,0.012271846,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377035.7777,9284221.563
SFX_A03,P11,2,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,0.64,11.1,0.009676891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377037.7777,9284219.863
SFX_A03,P11,3,CACAU,Theobroma glaucum,Malvaceae,0.53,14.1,0.015614501,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377040.7777,9284218.863
SFX_A03,P11,4,NI,NI,NI,0.62,13.5,0.014313882,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377030.7777,9284216.263
SFX_A03,P11,5,MORTA,NA,NA,0.58,17.2,0.023235219,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120730,377038.7777,9284212.163
SFX_A03,P11,6,PRATUDO,Simaba cedron,Simaroubaceae,0.47,14.4,0.016286016,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377034.7777,9284211.563
SFX_A03,P11,7,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,10.8,0.009160884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377033.7777,9284208.863
SFX_A03,P11,8,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,15.2,0.018145839,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377036.7777,9284208.863
SFX_A03,P11,9,CUTITIRIBA,Pouteria sp.,Sapotaceae,0.78,13.1,0.013478218,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377040.7777,9284206.563
SFX_A03,P11,10,BURANGICA,Galipea trifoliata,NI,0.62,11.1,0.009676891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377022.7777,9284205.863
SFX_A03,P11,11,BREU,Protium heptaphyllum,Burseraceae,0.62,15.9,0.019855651,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377016.7777,9284204.863
SFX_A03,P11,12,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,30.4,0.072583357,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377015.7777,9284203.863
SFX_A03,P11,13,MORTA,NA,NA,0.58,24.9,0.048695472,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120730,377022.7777,9284203.863
SFX_A03,P11,14,BURANGICA,Galipea trifoliata,NI,0.62,13.6,0.014526724,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377019.7777,9284203.063
SFX_A03,P11,15,BREU,Protium heptaphyllum,Burseraceae,0.62,11.9,0.011122023,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377021.7777,9284203.063
SFX_A03,P11,16,BREU,Protium heptaphyllum,Burseraceae,0.62,18.5,0.026880252,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377036.7777,9284202.863
SFX_A03,P11,17,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,28.8,0.065144065,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377038.7777,9284204.163
SFX_A03,P11,18,NI,NI,NI,0.62,12,0.011309734,0.038238914,O,A,NA,3.2,8.41,1.5,2.4,2.5,3.5,20120730,377040.7777,9284204.863
SFX_A03,P11,19,MARUPA,Simarouba amara,Simaroubaceae,0.38,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377035.7777,9284202.263
SFX_A03,P11,20,TAUARI,Couratari stellata,Lecythidaceae,0.63,10.2,0.008171282,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377016.7777,9284202.163
SFX_A03,P11,21,BREU DE LEITE,Thyrsodium paraense,Anacardiaceae,0.61,30.6,0.073541542,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377015.7777,9284200.863
SFX_A03,P11,22,MORTA,NA,NA,0.6,19.9,0.031102553,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377036.7777,9284201.863
SFX_A03,P11,23,BARROTE,Tetragastris altissima,Burseraceae,0.71,26.3,0.054325206,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377039.7777,9284199.863
SFX_A03,P11,24,BURANGICA,Galipea trifoliata,NI,0.62,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377033.7777,9284198.863
SFX_A03,P11,25,CANELA DE ANTA,NI,NI,0.62,14.8,0.017203361,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377035.2777,9284198.563
SFX_A03,P11,26,PARAPARA,Jacaranda copaia,Bignoniaceae,0.35,21.8,0.037325262,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377034.7777,9284228.363
SFX_A03,P11,27,MORTA,NA,NA,0.6,15.5,0.018869191,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377020.7777,9284198.863
SFX_A03,P11,28,ORELHA DE MACACO,Enterolobium schomburgkii,Fabaceae,0.71,12,0.011309734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377019.7777,9284197.663
SFX_A03,P11,29,BARROTE,Tetragastris altissima,Burseraceae,0.71,19.8,0.03079075,0.1740395,O,A,NA,6.94,12.32,0.7,2.7,0.6,2.5,20120730,377018.7777,9284195.463
SFX_A03,P11,30,BURANGICA,Galipea trifoliata,NI,0.62,10,0.007853982,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377020.7777,9284194.863
SFX_A03,P11,31,ANDORINHA,Casearia grandiflora,Salicaceae,0.77,15,0.017671459,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377026.7777,9284195.863
SFX_A03,P11,32,PAU JACARE,Laetia procera,Salicaceae,0.63,12.5,0.012271846,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377028.7777,9284195.063
SFX_A03,P11,33,INGA,Inga marginata,Fabaceae,0.57,12.3,0.011882289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377027.9777,9284194.963
SFX_A03,P11,34,BARROTE,Tetragastris altissima,Burseraceae,0.71,23,0.041547563,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377032.7777,9284194.863
SFX_A03,P11,35,ITAUBA,Mezilaurus itauba,Lauraceae,0.72,27.2,0.058106898,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377034.7777,9284193.863
SFX_A03,P11,36,SAPUCAIA,Lecythis pisonis,Lecythidaceae,0.85,19.9,0.031102553,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377033.7777,9284193.463
SFX_A03,P11,37,IPE AMARELO,Handroanthus serratifolius,Bignoniaceae,0.62,17.5,0.024052819,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377037.7777,9284192.863
SFX_A03,P11,38,BARROTE,Tetragastris altissima,Burseraceae,0.71,15.7,0.019359279,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377038.0777,9284192.863
SFX_A03,P11,39,TAUARI,Couratari stellata,Lecythidaceae,0.63,12.9,0.013069811,0.07697758,O,A,NA,11.44,14.35,0.4,0.3,0.8,0.4,20120730,377033.7777,9284191.863
SFX_A03,P11,40,UCUUBA,Virola melinoni,Myristicaceae,0.48,14.4,0.016286016,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377031.7777,9284191.063
SFX_A03,P11,41,JUTAI POROROCA,Dialium guianense,Fabaceae,0.89,23.3,0.042638481,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377027.7777,9284187.863
SFX_A03,P11,42,MORTA,NA,NA,0.6,13,0.013273229,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377036.7777,9284190.163
SFX_A03,P11,43,PARAPARA,Jacaranda copaia,Bignoniaceae,0.35,22.1,0.038359632,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377036.7777,9284184.363
SFX_A03,P11,44,BARROTE,Tetragastris altissima,Burseraceae,0.71,24.9,0.048695472,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377036.7777,9284181.263
SFX_A03,P11,45,ABIURANA,Pouteria gongrijpii,Sapotaceae,0.8,12.3,0.011882289,0.070198458,O,A,NA,6.06,11.4,1.6,3.8,2.5,2.7,20120730,377040.7777,9284178.863
SFX_A03,P11,46,INGA,Inga marginata,Fabaceae,0.57,11.6,0.010568318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377042.9777,9284224.863
SFX_A03,P11,47,INGA,Inga marginata,Fabaceae,0.57,11.8,0.010935884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377044.7777,9284211.263
SFX_A03,P11,48,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,19.5,0.029864765,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377050.7777,9284214.863
SFX_A03,P11,49,CACAU,Theobroma glaucum,Malvaceae,0.53,10.1,0.008011847,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377049.7777,9284213.863
SFX_A03,P11,50,GENIPARANA,Gustavia poeppigiana,Lecythidaceae,0.66,10.3,0.008332289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377046.7777,9284212.863
SFX_A03,P11,51,CACAU,Theobroma glaucum,Malvaceae,0.53,15.7,0.019359279,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377055.7777,9284213.063
SFX_A03,P11,52,NI,NI,NI,0.62,10.1,0.008011847,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377056.7777,9284209.863
SFX_A03,P11,53,CANELA DE ANTA,NI,NI,0.62,11.8,0.010935884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377055.7777,9284209.363
SFX_A03,P11,54,BARROTE,Tetragastris altissima,Burseraceae,0.71,18.6,0.027171635,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377060.7777,9284208.363
SFX_A03,P11,55,INHARE,Helicostylis sp.,Moraceae,0.65,10.5,0.008659015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377062.7777,9284208.163
SFX_A03,P11,56,MACACAUBA,Platymiscium filipes,Fabaceae,0.79,16.5,0.021382465,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377066.7777,9284208.863
SFX_A03,P11,57,BURANGICA,Galipea trifoliata,NI,0.62,14.2,0.015836769,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377067.7777,9284204.863
SFX_A03,P11,58,CACAU,Theobroma glaucum,Malvaceae,0.53,10.5,0.008659015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377068.7777,9284204.363
SFX_A03,P11,59,CEDRO,Cedrela odorata,Meliaceae,0.43,40.5,0.128824934,0.66321681,O,A,NA,9.53,18.47,1.2,2.3,3.5,2,20120730,377062.7777,9284203.863
SFX_A03,P11,60,CATAUARI,Couepia racemosa,Chrysobalanaceae,0.79,10.7,0.008992024,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377060.7777,9284204.063
SFX_A03,P11,61,BARROTE,Tetragastris altissima,Burseraceae,0.71,13.5,0.014313882,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377055.7777,9284204.163
SFX_A03,P11,62,INGA,Inga marginata,Fabaceae,0.57,11.9,0.011122023,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377057.7777,9284204.863
SFX_A03,P11,63,BREU DE LEITE,Thyrsodium paraense,Anacardiaceae,0.61,10.6,0.008824734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377049.7777,9284205.863
