Area,plot,tree,common_name,scienfic_name,family_name,WSD,DBH,BA,AGB,type,Dead,D_class,Hcom,Htot,RN,RS,RE,RW,Date,UTM Easting,UTM Northing
SFX_A03,P11,64,MORTA,NA,NA,0.45,14.7,0.016971669,NA,O,D,4,NA,NA,NA,NA,NA,NA,20120730,377047.7777,9284204.863
SFX_A03,P11,65,PRATUDO,Simaba cedron,Simaroubaceae,0.47,10.1,0.008011847,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377051.7777,9284203.863
SFX_A03,P11,66,MORTA,NA,NA,0.45,10.6,0.008824734,NA,O,D,4,NA,NA,NA,NA,NA,NA,20120730,377049.7777,9284203.063
SFX_A03,P11,67,NI,NI,NI,0.62,10.3,0.008332289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377047.7777,9284202.863
SFX_A03,P11,68,INAJA,Attalea maripa,Arecaceae,0.33,27.2,0.058106898,0.148221882,P,A,NA,NA,NA,NA,NA,NA,NA,20120730,377065.7777,9284202.863
SFX_A03,P11,69,CACAU,Theobroma glaucum,Malvaceae,0.53,10.1,0.008011847,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377057.7777,9284201.563
SFX_A03,P11,70,CANELA DE ANTA,NI,NI,0.62,10.5,0.008659015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377045.7777,9284200.863
SFX_A03,P11,71,NI,NI,NI,0.62,14.6,0.016741547,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377044.7777,9284197.063
SFX_A03,P11,72,NI,NI,NI,0.62,22.2,0.038707563,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377052.7777,9284196.863
SFX_A03,P11,73,INGA,Inga marginata,Fabaceae,0.57,21.6,0.036643537,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377064.7777,9284197.963
SFX_A03,P11,74,BARROTE,Tetragastris altissima,Burseraceae,0.71,13,0.013273229,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377065.7777,9284196.863
SFX_A03,P11,75,INGA,Inga marginata,Fabaceae,0.57,14,0.015393804,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377061.7777,9284196.063
SFX_A03,P11,76,TAUARI,Couratari stellata,Lecythidaceae,0.63,12,0.011309734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377061.4777,9284196.363
SFX_A03,P11,77,NI,NI,NI,0.62,11.9,0.011122023,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377059.7777,9284196.063
SFX_A03,P11,78,CARIPE,Licania octandra,Chrysobalanaceae,0.83,29.9,0.070215381,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377049.7777,9284196.863
SFX_A03,P11,79,PATA DE VACA,Bauhinia forficata,Fabaceae,0.6,20,0.031415927,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377053.7777,9284194.463
SFX_A03,P11,80,TARUMA,Vitex triflora,Lamiaceae,0.56,15,0.017671459,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377050.7777,9284190.863
SFX_A03,P11,81,JUTAI POROROCA,Dialium guianense,Fabaceae,0.89,13.3,0.013892908,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377061.7777,9284192.863
SFX_A03,P11,82,BARROTE,Tetragastris altissima,Burseraceae,0.71,17.8,0.024884555,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377058.7777,9284187.863
SFX_A03,P11,83,MORTA,NA,NA,0.6,130,1.327322896,7.281223718,O,D,1,NA,20.5,NA,NA,NA,NA,20120730,377051.7777,9284187.863
SFX_A03,P11,84,MORTA,NA,NA,0.6,22.5,0.039760782,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377043.0777,9284183.863
SFX_A03,P11,85,CACAU,Theobroma glaucum,Malvaceae,0.53,12.3,0.011882289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377048.7777,9284180.863
SFX_A03,P11,86,BARROTE,Tetragastris altissima,Burseraceae,0.71,25.1,0.04948087,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377045.7777,9284176.863
SFX_A03,P12,1,GRAVILOLA BRAVA,Annona mucosa,Annonaceae,0.41,13.4,0.014102609,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377053.4181,9284398.917
SFX_A03,P12,2,MERAUBA,Mouriri collocarpa,Melastomataceae,0.83,11.6,0.010568318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377049.7181,9284396.417
SFX_A03,P12,3,ABIURANA,Pouteria gongrijpii,Sapotaceae,0.8,18.3,0.026302199,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377054.7181,9284396.417
SFX_A03,P12,4,BREU,Protium heptaphyllum,Burseraceae,0.62,33.5,0.088141309,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377052.4181,9284395.917
SFX_A03,P12,5,BREU,Protium heptaphyllum,Burseraceae,0.62,26.5,0.055154586,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377052.4181,9284393.717
SFX_A03,P12,6,PENTE DE MACACO,Apeiba echinata,Malvaceae,0.28,49.5,0.192442185,0.759778101,O,A,NA,12.74,22.1,4,4,4,5,20120730,377045.7181,9284393.417
SFX_A03,P12,7,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,13.2,0.013684778,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377052.7181,9284390.217
SFX_A03,P12,8,BREU,Protium heptaphyllum,Burseraceae,0.62,31.1,0.075964496,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377046.0181,9284389.417
SFX_A03,P12,9,LIANA,NA,NA,#VALOR!,11,0.009503318,0.013284799,L,A,NA,NA,NA,NA,NA,NA,NA,20120730,377048.7181,9284388.517
SFX_A03,P12,10,BREU,Protium heptaphyllum,Burseraceae,0.62,17.7,0.024605739,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377047.9181,9284387.417
SFX_A03,P12,11,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,15.6,0.01911345,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377041.7181,9284386.417
SFX_A03,P12,12,BREU,Protium heptaphyllum,Burseraceae,0.62,13.2,0.013684778,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377042.7181,9284384.017
SFX_A03,P12,13,INGA,Inga marginata,Fabaceae,0.57,32.2,0.081433223,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377041.7181,9284383.217
SFX_A03,P12,14,MORTA,NA,NA,0.58,31.3,0.076944673,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120730,377044.7181,9284382.817
SFX_A03,P12,15,BURANGICA,Galipea trifoliata,NI,0.62,15.1,0.017907864,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377052.4181,9284382.717
SFX_A03,P12,16,INGA,Inga marginata,Fabaceae,0.57,11.7,0.010751315,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377039.7181,9284382.117
SFX_A03,P12,17,BACURIPARI,Rheedia gardneriana,Clusiaceae,0.62,19.9,0.031102553,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377038.7181,9284382.117
SFX_A03,P12,18,CORAÇAO DE NEGRO,Swartzia corrugata,Fabaceae,1.06,22.4,0.039408138,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377033.7181,9284381.917
SFX_A03,P12,19,BREU,Protium heptaphyllum,Burseraceae,0.62,13.9,0.015174678,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377027.7181,9284381.817
SFX_A03,P12,20,LIANA,NA,NA,#VALOR!,14.6,0.016741547,0.01532967,L,A,NA,NA,NA,NA,NA,NA,NA,20120730,377050.7181,9284379.117
SFX_A03,P12,21,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,13.7,0.014741138,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377051.7181,9284378.917
SFX_A03,P12,22,EMBAUBA,Cecropia ficifolia,Urticaceae,0.27,32.3,0.081939805,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377047.7181,9284378.917
SFX_A03,P12,23,PARICARANA,Dimorphandra macrostachya,Fabaceae,0.6,30.4,0.072583357,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377050.7181,9284378.117
SFX_A03,P12,24,CACAU,Theobroma glaucum,Malvaceae,0.53,12.8,0.012867964,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377052.7181,9284375.417
SFX_A03,P12,25,LIANA,NA,NA,#VALOR!,12.4,0.012076282,0.01415006,L,A,NA,NA,NA,NA,NA,NA,NA,20120730,377051.7181,9284374.417
SFX_A03,P12,26,BREU,Protium heptaphyllum,Burseraceae,0.62,15.4,0.018626503,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377039.7181,9284375.917
SFX_A03,P12,27,CACAU,Theobroma glaucum,Malvaceae,0.53,14.6,0.016741547,0.06714214,O,A,NA,7.93,11.68,1,2,1,2,20120730,377046.7181,9284370.817
SFX_A03,P12,28,PEDRA UMI,NI,NI,0.62,11.5,0.010386891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377050.7181,9284370.917
SFX_A03,P12,29,MORTA,NA,NA,0.6,27,0.057255526,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377048.7181,9284368.517
SFX_A03,P12,30,MUTUTI,Pterocarpus sp.,Fabaceae,0.51,11.6,0.010568318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377054.4181,9284368.117
SFX_A03,P12,31,BREU,Protium heptaphyllum,Burseraceae,0.62,23.3,0.042638481,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377043.7181,9284368.017
SFX_A03,P12,32,PRATUDO,Simaba cedron,Simaroubaceae,0.47,18.4,0.02659044,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377039.7181,9284369.117
SFX_A03,P12,33,ACARIQUARA,Minquartia guianensis,Olacaceae,0.77,13.8,0.014957123,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377041.7181,9284367.617
SFX_A03,P12,34,PAU DE REMO,Chimarrhis turbinata,Rubiaceae,0.72,14.6,0.016741547,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377045.7181,9284365.917
SFX_A03,P12,35,CACAU,Theobroma glaucum,Malvaceae,0.53,13.7,0.014741138,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377046.0181,9284365.917
SFX_A03,P12,36,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,16.2,0.020611989,0.124272719,O,A,NA,6.51,10.42,1,1.3,0.4,1.5,20120730,377044.7181,9284360.917
SFX_A03,P12,37,INGA,Inga marginata,Fabaceae,0.57,15.4,0.018626503,0.041391856,O,A,NA,3.2,5.98,1,0.85,0.5,3,20120730,377053.7181,9284354.917
SFX_A03,P12,38,MUIRAPIRANGA,Brosimum rubescens,Moraceae,0.83,18,0.0254469,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377061.7181,9284399.917
SFX_A03,P12,39,JATOBA,Hymenaea courbaril,Fabaceae,0.79,64.2,0.323712849,6.487025807,O,A,NA,30.88,39.28,5,11,9,8,20120730,377054.9181,9284398.117
SFX_A03,P12,40,INHARE,Helicostylis sp.,Moraceae,0.65,19.1,0.02865211,0.255069515,O,A,NA,9.53,21.05,3,1.7,1,2.7,20120730,377056.4181,9284396.917
SFX_A03,P12,41,PRATUDO,Simaba cedron,Simaroubaceae,0.47,12.4,0.012076282,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377059.7181,9284395.917
SFX_A03,P12,42,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,0.66,25.3,0.050272551,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377066.7181,9284394.617
SFX_A03,P12,43,INHARE,Helicostylis sp.,Moraceae,0.65,12.1,0.011499015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377074.7181,9284393.517
SFX_A03,P12,44,BACURIPARI,Rheedia gardneriana,Clusiaceae,0.62,17.7,0.024605739,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377075.7181,9284392.817
SFX_A03,P12,45,BARROTE,Tetragastris altissima,Burseraceae,0.71,43,0.14522012,1.473554243,O,A,NA,10.47,22.12,3.5,6,2.5,7,20120730,377055.7181,9284389.317
SFX_A03,P12,46,PRATUDO,Simaba cedron,Simaroubaceae,0.47,10,0.007853982,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377063.7181,9284385.617
SFX_A03,P12,47,BACABA,Oenocarpus bacaba,Arecaceae,0.65,25.9,0.052685294,0.135336692,P,A,NA,NA,NA,NA,NA,NA,NA,20120730,377062.7181,9284384.117
SFX_A03,P12,48,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,19.3,0.029255296,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377062.5181,9284384.117
SFX_A03,P12,49,NI,NI,NI,0.62,12.3,0.011882289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377077.7181,9284383.917
SFX_A03,P12,50,CACAU,Theobroma glaucum,Malvaceae,0.53,11.5,0.010386891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377073.7181,9284381.917
SFX_A03,P12,51,BREU,Protium heptaphyllum,Burseraceae,0.62,27.1,0.057680427,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377071.7181,9284380.917
SFX_A03,P12,52,MORTA,NA,NA,0.7,16.1,0.020358306,0.052189044,O,D,2,NA,6.7,NA,NA,NA,NA,20120730,377069.7181,9284378.917
SFX_A03,P12,53,CACAU,Theobroma glaucum,Malvaceae,0.53,14.7,0.016971669,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377055.7181,9284378.917
SFX_A03,P12,54,BREU,Protium heptaphyllum,Burseraceae,0.62,11.8,0.010935884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377055.7181,9284383.217
SFX_A03,P12,55,GOIABINHA,Myrcia velutina,Myrtaceae,0.8,10.8,0.009160884,0.034792298,O,A,NA,4.75,7.31,NA,NA,NA,NA,20120730,377067.7181,9284378.117
SFX_A03,P12,56,INAJA,Attalea maripa,Arecaceae,0.33,31.5,0.077931133,0.194661689,P,A,NA,NA,NA,NA,NA,NA,NA,20120730,377070.7181,9284376.917
SFX_A03,P12,57,CACAU,Theobroma glaucum,Malvaceae,0.53,10,0.007853982,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377073.7181,9284374.917
SFX_A03,P12,58,BARROTE,Tetragastris altissima,Burseraceae,0.71,15.6,0.01911345,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377074.7181,9284374.717
SFX_A03,P12,59,ENVIRA BRANCA,Annona exsucca,Annonaceae,0.44,11.1,0.009676891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377072.7181,9284374.617
SFX_A03,P12,60,BREU,Protium heptaphyllum,Burseraceae,0.62,14,0.015393804,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377072.7181,9284373.617
SFX_A03,P12,61,PENTE DE MACACO,Apeiba echinata,Malvaceae,0.28,15.7,0.019359279,0.030167407,O,A,NA,5.48,8.72,2.4,2.5,2.7,4,20120730,377071.7181,9284373.417
SFX_A03,P12,62,JUREMA,Mimosa hostilis,Fabaceae,0.45,25.2,0.049875925,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377070.7181,9284373.617
SFX_A03,P12,63,JUREMA,Mimosa hostilis,Fabaceae,0.45,25.8,0.052279243,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377069.7181,9284373.917
SFX_A03,P12,64,INHARE,Helicostylis sp.,Moraceae,0.65,16.2,0.020611989,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377055.0181,9284373.917
SFX_A03,P12,65,CACAU,Theobroma glaucum,Malvaceae,0.53,10.1,0.008011847,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377055.1181,9284373.617
SFX_A03,P12,66,INGA,Inga marginata,Fabaceae,0.57,16,0.020106193,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377058.7181,9284371.917
SFX_A03,P12,67,MORTA,NA,NA,0.45,16,0.020106193,NA,O,D,4,NA,NA,NA,NA,NA,NA,20120730,377062.7181,9284370.917
SFX_A03,P12,68,TAQUARI,Mabea angularis,Euphorbiaceae,0.62,11.2,0.009852035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377063.7181,9284372.117
SFX_A03,P12,69,PARAPARA,Jacaranda copaia,Bignoniaceae,0.35,32.9,0.085012283,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377063.7181,9284370.317
SFX_A03,P12,70,INGA,Inga marginata,Fabaceae,0.57,12.1,0.011499015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377062.7181,9284370.117
SFX_A03,P12,71,CACAU,Theobroma glaucum,Malvaceae,0.53,20.1,0.031730871,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377060.7181,9284370.117
SFX_A03,P12,72,CACAU,Theobroma glaucum,Malvaceae,0.53,18.1,0.025730429,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377062.7181,9284368.817
SFX_A03,P12,73,BARROTE,Tetragastris altissima,Burseraceae,0.71,13,0.013273229,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377060.7181,9284366.917
SFX_A03,P12,74,MORTA,NA,NA,0.6,14,0.015393804,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120730,377059.7181,9284366.917
SFX_A03,P12,75,ENVIRA BRANCA,Annona exsucca,Annonaceae,0.44,10,0.007853982,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377063.7181,9284364.917
SFX_A03,P12,76,BURANGICA,Galipea trifoliata,NI,0.62,13.9,0.015174678,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377059.7181,9284359.917
SFX_A03,P12,77,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,0.66,13,0.013273229,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377058.7181,9284355.917
SFX_A03,P12,78,CACAU,Theobroma glaucum,Malvaceae,0.53,13.1,0.013478218,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120730,377054.9181,9284380.917
SFX_A03,P13,1,MORTA,NA,NA,0.58,26.9,0.056832197,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120727,377079.6817,9284567.641
SFX_A03,P13,2,PINTADINHO,Poeppigia sp.,Fabaceae,0.69,16,0.020106193,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377076.2817,9284567.641
SFX_A03,P13,3,CACAU,Theobroma glaucum,Malvaceae,0.53,12.6,0.012468981,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377074.7817,9284565.141
SFX_A03,P13,4,CACAU,Theobroma glaucum,Malvaceae,0.53,12.2,0.011689866,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377074.7817,9284565.141
SFX_A03,P13,5,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,0.64,64.8,0.32979183,4.074810897,O,A,NA,20.97,29.79,5.3,4.8,4.5,6,20120727,377073.7817,9284560.141
SFX_A03,P13,6,INHARE,Helicostylis sp.,Moraceae,0.65,10.9,0.009331316,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377074.4817,9284558.741
SFX_A03,P13,7,CANELA DE ANTA,NI,NI,0.62,13.4,0.014102609,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377079.5817,9284559.841
SFX_A03,P13,8,MORTA,NA,NA,0.58,27.2,0.058106898,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120727,377074.7817,9284558.041
SFX_A03,P13,9,MORTA,NA,NA,0.58,26.4,0.05473911,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120727,377078.2817,9284556.141
SFX_A03,P13,10,MORTA,NA,NA,0.58,18.4,0.02659044,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120727,377079.5817,9284554.141
SFX_A03,P13,11,MORTA,NA,NA,0.45,26.4,0.05473911,NA,O,D,4,NA,NA,NA,NA,NA,NA,20120727,377072.7817,9284557.041
SFX_A03,P13,12,EMBAUBA,Cecropia ficifolia,Urticaceae,0.27,13.7,0.014741138,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377071.7817,9284553.941
SFX_A03,P13,13,MORTA,NA,NA,0.58,10.9,0.009331316,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120727,377071.4817,9284553.841
SFX_A03,P13,14,ENVIRA CANA,Xylopia nitida,Annonaceae,0.55,17.5,0.024052819,0.116685497,O,A,NA,9.06,13.65,1.2,2.5,2.1,1,20120727,377069.7817,9284551.541
SFX_A03,P13,15,OLHO DE SAPO,NI,NI,0.62,12.5,0.012271846,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377070.2817,9284551.441
SFX_A03,P13,16,PEDRA UMI,NI,NI,0.62,10.9,0.009331316,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377074.7817,9284553.141
SFX_A03,P13,17,MORTA,NA,NA,0.58,11.3,0.010028749,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120727,377075.7817,9284552.141
SFX_A03,P13,18,JUTAI,Hymenaea parviflora,Fabaceae,0.88,11.8,0.010935884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377073.7817,9284551.541
SFX_A03,P13,19,TAXIRANA,Stryphnodendron paniculatum,Fabaceae,0.65,12.3,0.011882289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377072.4817,9284549.841
SFX_A03,P13,20,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,13.1,0.013478218,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120727,377068.7817,9284550.141
