Area,plot,tree,common_name,scienfic_name,family_name,WSD,DBH,BA,AGB,type,Dead,D_class,Hcom,Htot,RN,RS,RE,RW,Date,UTM Easting,UTM Northing
SFX_A03,P16,35,BACABA,Oenocarpus bacaba,Arecaceae,0.65,29.9,0.070215381,0.176701084,P,A,NA,NA,NA,NA,NA,NA,NA,20120728,377158.7177,9284965.996
SFX_A03,P16,36,INHARE,Helicostylis sp.,Moraceae,0.65,12.5,0.012271846,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377153.7177,9284965.396
SFX_A03,P16,37,NI,NI,NI,0.62,15.5,0.018869191,0.076395289,O,A,NA,5.13,10.08,2.3,1.4,1.2,2.8,20120728,377156.7177,9284963.096
SFX_A03,P16,38,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,10.6,0.008824734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377162.7177,9284963.096
SFX_A03,P16,39,ENVIRA BRANCA,Annona exsucca,Annonaceae,0.44,12.7,0.012667687,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377175.7177,9284958.696
SFX_A03,P16,40,INGA,Inga marginata,Fabaceae,0.57,10.6,0.008824734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377179.7177,9284957.696
SFX_A03,P16,41,PARICA,Schizolobium amazonicum,Fabaceae,0.49,19.5,0.029864765,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377177.7177,9284954.696
SFX_A03,P16,42,INGA,Inga marginata,Fabaceae,0.57,18.9,0.028055208,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377172.7177,9284954.696
SFX_A03,P16,43,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,24,0.045238934,0.572043051,O,A,NA,18.11,26.73,2.5,2.3,2.1,2.6,20120728,377178.7177,9284952.696
SFX_A03,P16,44,INHARE,Helicostylis sp.,Moraceae,0.65,13.5,0.014313882,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377157.7177,9284951.696
SFX_A03,P16,45,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,0.64,13.9,0.015174678,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377153.7177,9284951.696
SFX_A03,P16,46,INGA,Inga marginata,Fabaceae,0.57,10.2,0.008171282,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377153.2177,9284953.396
SFX_A03,P16,47,CAUCHO,Castilla ulei,Moraceae,0.82,18.7,0.027464588,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377162.7177,9284951.696
SFX_A03,P16,48,MAPATIRANA,Pourouma minor,Urticaceae,0.44,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377165.7177,9284950.696
SFX_A03,P16,49,NI,NI,NI,0.62,10.9,0.009331316,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377153.7177,9284946.696
SFX_A03,P16,50,EMBAUBA,Cecropia ficifolia,Urticaceae,0.27,23.4,0.043005262,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377153.1177,9284944.696
SFX_A03,P16,51,INGA,Inga marginata,Fabaceae,0.57,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377152.9177,9284938.396
SFX_A03,P16,52,TATAJUBA,Bagassa guianensis,Moraceae,0.71,34.2,0.091863311,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377159.7177,9284937.696
SFX_A03,P16,53,INGA,Inga marginata,Fabaceae,0.57,13,0.013273229,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377153.7177,9284936.396
SFX_A03,P16,54,TARUMA,Vitex triflora,Lamiaceae,0.56,24.3,0.046376976,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377152.9177,9284934.696
SFX_A03,P17,1,CANELA DE ANTA,NI,NI,0.62,12.7,0.012667687,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377166.6727,9285250.053
SFX_A03,P17,2,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,14.7,0.016971669,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377165.3727,9285248.053
SFX_A03,P17,3,CARIPE,Licania octandra,Chrysobalanaceae,0.83,15.8,0.01960668,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377165.6727,9285240.453
SFX_A03,P17,4,CANELA DE ANTA,NI,NI,0.62,15.8,0.01960668,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377163.6727,9285240.053
SFX_A03,P17,5,CANELA DE ANTA,NI,NI,0.62,10.5,0.008659015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377165.6727,9285238.153
SFX_A03,P17,6,JATEREU,Lecythis idatimon,Lecythidaceae,0.82,16,0.020106193,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377164.6727,9285237.053
SFX_A03,P17,7,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,14.9,0.017436625,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377161.6727,9285236.453
SFX_A03,P17,8,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,62.5,0.306796158,6.787864083,O,A,NA,26.13,46.77,3.4,4.2,3.5,4.6,20120728,377155.6727,9285236.453
SFX_A03,P17,9,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,16.5,0.021382465,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377156.6727,9285234.353
SFX_A03,P17,10,MORTA,NA,NA,0.6,18.5,0.026880252,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120728,377158.6727,9285230.853
SFX_A03,P17,11,ACARIQUARA,Minquartia guianensis,Olacaceae,0.77,10,0.007853982,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377166.6727,9285232.953
SFX_A03,P17,12,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,0.66,18.4,0.02659044,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377166.6727,9285229.253
SFX_A03,P17,13,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,12.9,0.013069811,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377147.6727,9285232.953
SFX_A03,P17,14,MORTA,NA,NA,0.6,17.8,0.024884555,NA,O,D,1,NA,NA,NA,NA,NA,NA,20120728,377145.6727,9285232.953
SFX_A03,P17,15,ACARIQUARA,Minquartia guianensis,Olacaceae,0.77,14.3,0.016060607,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377145.6727,9285230.353
SFX_A03,P17,16,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,0.47,11.1,0.009676891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377142.6727,9285231.353
SFX_A03,P17,17,MAPATIRANA,Pourouma minor,Urticaceae,0.44,21,0.034636059,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377144.6727,9285231.053
SFX_A03,P17,18,MORTA,NA,NA,0.7,13.5,0.014313882,NA,O,D,2,NA,NA,NA,NA,NA,NA,20120728,377143.6727,9285230.353
SFX_A03,P17,19,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,12.3,0.011882289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377141.6727,9285228.153
SFX_A03,P17,20,PATA DE VACA,Bauhinia forficata,Fabaceae,0.6,11.3,0.010028749,0.057061872,O,A,NA,8.24,14.63,3.2,1.4,1.7,2.3,20120728,377142.6727,9285225.353
SFX_A03,P17,21,INGA,Inga marginata,Fabaceae,0.57,15.6,0.01911345,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377144.6727,9285225.353
SFX_A03,P17,22,CANELA DE ANTA,NI,NI,0.62,10.3,0.008332289,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377154.6727,9285227.953
SFX_A03,P17,23,MORTA,NA,NA,0.58,13.7,0.014741138,NA,O,D,3,NA,NA,NA,NA,NA,NA,20120728,377157.6727,9285227.653
SFX_A03,P17,24,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,0.66,14.2,0.015836769,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377158.6727,9285227.053
SFX_A03,P17,25,CUTITIRIBA,Pouteria sp.,Sapotaceae,0.78,10.7,0.008992024,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377157.6727,9285223.053
SFX_A03,P17,26,PATA DE VACA,Bauhinia forficata,Fabaceae,0.6,11.4,0.010207035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377145.6727,9285222.353
SFX_A03,P17,27,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,0.64,14.1,0.015614501,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377142.6727,9285222.353
SFX_A03,P17,28,EMBAUBA,Cecropia ficifolia,Urticaceae,0.27,35,0.096211275,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377146.6727,9285220.653
SFX_A03,P17,29,PATA DE VACA,Bauhinia forficata,Fabaceae,0.6,13.6,0.014526724,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377148.6727,9285222.753
SFX_A03,P17,30,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,17.5,0.024052819,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377148.3727,9285221.053
SFX_A03,P17,31,JUREMA,Mimosa hostilis,Fabaceae,0.45,30.5,0.073061664,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377152.6727,9285219.853
SFX_A03,P17,32,BARROTE,Tetragastris altissima,Burseraceae,0.71,12.1,0.011499015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377166.7727,9285219.053
SFX_A03,P17,33,FAVA BRANCA,Parkia paraensis,Fabaceae,0.42,12.6,0.012468981,0.1735338,O,A,NA,42.24,51.75,12.3,13,8.5,19.7,20120728,377163.6727,9285215.053
SFX_A03,P17,34,PAU SANTO,Zollernia paraensis,Fabaceae,0.99,13,0.013273229,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377162.6727,9285214.353
SFX_A03,P17,35,INGA,Inga marginata,Fabaceae,0.57,15.7,0.019359279,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377160.6727,9285215.053
SFX_A03,P17,36,EMBAUBA,Cecropia ficifolia,Urticaceae,0.27,34.5,0.093482016,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377157.6727,9285214.153
SFX_A03,P17,37,MORTA,NA,NA,0.7,18.6,0.027171635,NA,O,D,2,NA,NA,NA,NA,NA,NA,20120728,377160.6727,9285212.353
SFX_A03,P17,38,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,10.7,0.008992024,0.036169722,O,A,NA,6.38,8.71,3.8,0.8,2,0.7,20120728,377160.6727,9285212.053
SFX_A03,P17,39,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,22.6,0.040114997,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377166.3727,9285210.153
SFX_A03,P17,40,SABUEIRO,Abarema jupunba,Fabaceae,0.59,50.3,0.198712804,2.082532121,O,A,NA,17.42,27.64,2.8,1.8,8.7,2.3,20120728,377144.6727,9285209.153
SFX_A03,P17,41,BREU,Protium heptaphyllum,Burseraceae,0.62,24.8,0.048305129,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377162.6727,9285208.753
SFX_A03,P17,42,MORTA,NA,NA,0.7,28.2,0.062458004,NA,O,D,2,NA,NA,NA,NA,NA,NA,20120728,377157.6727,9285208.353
SFX_A03,P17,43,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,10.6,0.008824734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377157.6727,9285207.353
SFX_A03,P17,44,ABIURANA,Pouteria gongrijpii,Sapotaceae,0.8,12.2,0.011689866,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377161.6727,9285206.753
SFX_A03,P17,45,CACAU,Theobroma glaucum,Malvaceae,0.53,10.9,0.009331316,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377163.6727,9285207.353
SFX_A03,P17,46,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,19.5,0.029864765,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377159.6727,9285205.753
SFX_A03,P17,47,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,0.66,15.2,0.018145839,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377162.6727,9285203.353
SFX_A03,P17,48,MORTA,NA,NA,0.7,16.2,0.020611989,NA,O,D,2,NA,NA,NA,NA,NA,NA,20120728,377165.3727,9285202.353
SFX_A03,P17,49,BARROTE,Tetragastris altissima,Burseraceae,0.71,18.6,0.027171635,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377165.3727,9285199.353
SFX_A03,P17,50,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,23.4,0.043005262,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377167.5727,9285197.353
SFX_A03,P17,51,BURANGICA,Galipea trifoliata,NI,0.62,10.5,0.008659015,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377170.6727,9285245.353
SFX_A03,P17,52,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,13.6,0.014526724,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377167.7727,9285240.753
SFX_A03,P17,53,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,15.6,0.01911345,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377167.7727,9285240.753
SFX_A03,P17,54,CACAU,Theobroma glaucum,Malvaceae,0.53,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377174.6727,9285240.753
SFX_A03,P17,55,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,11.7,0.010751315,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377178.6727,9285240.553
SFX_A03,P17,56,GRAO DE GUARIBA,Mayna odorata,Flacourtiaceae,0.62,11.5,0.010386891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377178.1727,9285239.153
SFX_A03,P17,57,GRAO DE GUARIBA,Mayna odorata,Flacourtiaceae,0.62,13.2,0.013684778,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377177.6727,9285246.353
SFX_A03,P17,58,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,13.5,0.014313882,0.079590865,O,A,NA,5.13,12.04,0.6,0.8,0.6,0.7,20120728,377168.1727,9285237.653
SFX_A03,P17,59,MAMORANA,Eriotheca globosa,Malvaceae,0.41,20.5,0.033006358,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377187.6727,9285233.753
SFX_A03,P17,60,BARROTE,Tetragastris altissima,Burseraceae,0.71,14.8,0.017203361,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377175.6727,9285234.553
SFX_A03,P17,61,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377191.6727,9285234.353
SFX_A03,P17,62,GRAO DE GUARIBA,Mayna odorata,Flacourtiaceae,0.62,10.4,0.008494867,0.022589303,O,A,NA,2.71,6.62,2,3.2,3.8,2.2,20120728,377175.6727,9285230.553
SFX_A03,P17,63,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,11,0.009503318,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377169.8727,9285230.953
SFX_A03,P17,64,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,0.66,22.9,0.041187065,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377179.6727,9285249.653
SFX_A03,P17,65,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,0.46,19.4,0.029559245,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377179.6727,9285229.553
SFX_A03,P17,66,INHARE,Helicostylis sp.,Moraceae,0.65,19.9,0.031102553,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377176.6727,9285228.953
SFX_A03,P17,67,BARROTE,Tetragastris altissima,Burseraceae,0.71,23.8,0.044488094,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377179.6727,9285228.353
SFX_A03,P17,68,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,20.8,0.033979466,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377184.6727,9285228.353
SFX_A03,P17,69,CEDRORANA,Cedrelinga cateniformis,Fabaceae,0.5,82,0.528101725,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377180.6727,9285227.353
SFX_A03,P17,70,INHARE,Helicostylis sp.,Moraceae,0.65,23.8,0.044488094,0.391643125,O,A,NA,14.23,20.82,2.2,2.5,1,4.3,20120728,377189.6727,9285226.653
SFX_A03,P17,71,GOIABINHA,Myrcia velutina,Myrtaceae,0.8,19.7,0.030480517,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377192.6727,9285225.353
SFX_A03,P17,72,BURANGICA,Galipea trifoliata,NI,0.62,11.8,0.010935884,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377187.6727,9285226.053
SFX_A03,P17,73,CACAU,Theobroma glaucum,Malvaceae,0.53,14,0.015393804,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377189.6727,9285224.353
SFX_A03,P17,74,PEDRA UMI,NI,NI,0.62,19.3,0.029255296,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377177.6727,9285222.053
SFX_A03,P17,75,BREU,Protium heptaphyllum,Burseraceae,0.62,12,0.011309734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377167.8727,9285221.353
SFX_A03,P17,76,BARROTE,Tetragastris altissima,Burseraceae,0.71,45.6,0.163312553,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377168.6727,9285220.353
SFX_A03,P17,77,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,19.8,0.03079075,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377188.6727,9285220.853
SFX_A03,P17,78,AMARELAO,Aspidosperma parvifolium,Apocynaceae,0.74,78.9,0.48892685,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377191.6727,9285219.653
SFX_A03,P17,79,BURANGICA,Galipea trifoliata,NI,0.62,14,0.015393804,0.067876217,O,A,NA,6.64,10.97,1.4,1,0.8,3.8,20120728,377193.6727,9285219.653
SFX_A03,P17,80,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,0.66,11.3,0.010028749,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377194.6727,9285219.453
SFX_A03,P17,81,TARUMA,Vitex triflora,Lamiaceae,0.56,16.5,0.021382465,0.092215307,O,A,NA,5.03,11.88,2,1.8,0.6,4.5,20120728,377189.6727,9285217.053
SFX_A03,P17,82,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,13.9,0.015174678,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377185.6727,9285216.053
SFX_A03,P17,83,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,15.5,0.018869191,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377183.6727,9285214.753
SFX_A03,P17,84,JOAO MOLE,Neea oppositifolia,Nyctaginaceae,0.89,21.6,0.036643537,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377177.6727,9285214.553
SFX_A03,P17,85,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,17.4,0.023778715,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377182.6727,9285214.353
SFX_A03,P17,86,UCUUBA,Virola melinoni,Myristicaceae,0.48,21.4,0.035968094,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377182.6727,9285218.353
SFX_A03,P17,87,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,14.7,0.016971669,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377186.6727,9285214.353
SFX_A03,P17,88,PEDRA UMI,NI,NI,0.62,12.6,0.012468981,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377189.6727,9285212.953
SFX_A03,P17,89,UCUUBA,Virola melinoni,Myristicaceae,0.48,19.8,0.03079075,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377171.6727,9285212.853
SFX_A03,P17,90,CAUCHO,Castilla ulei,Moraceae,0.82,60,0.282743339,3.689093018,O,A,NA,11.94,24.55,3.4,8.3,6.5,8.7,20120728,377171.6727,9285210.353
SFX_A03,P17,91,BREU,Protium heptaphyllum,Burseraceae,0.62,22.5,0.039760782,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377172.6727,9285208.353
SFX_A03,P17,92,GRAO DE GUARIBA,Mayna odorata,Flacourtiaceae,0.62,12.7,0.012667687,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377185.6727,9285210.753
SFX_A03,P17,93,GEMA DE OVO,Poecilanthe effusa,Fabaceae,0.71,11.2,0.009852035,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377186.6727,9285209.953
SFX_A03,P17,94,POROROCA,Dialium guianense,Fabaceae,0.89,15.4,0.018626503,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377173.6727,9285208.353
SFX_A03,P17,95,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,12,0.011309734,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377172.6727,9285207.153
SFX_A03,P17,96,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,44.4,0.154830252,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377174.6727,9285204.353
SFX_A03,P17,97,CAPUEIRO,Rinorea guianensis,Violaceae,0.78,11.5,0.010386891,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377170.6727,9285203.353
SFX_A03,P17,98,MUIRACATIARA,Astronium gracile,Anacardiaceae,0.73,25.8,0.052279243,NA,O,A,NA,NA,NA,NA,NA,NA,NA,20120728,377171.6727,9285200.353
