area,transect,tree,common_name,scientific_name,family_name,type,WSD_10,DBH_10,canopy_10,light_10,dead_10,dclass_10,Hcom_09,Htot_10,RN_10,RS_10,RE_10,RW_10,date_10,WSD_11,DBH_11,canopy_11,light_11,dead_11,dclass_11,Hcom_11,Htot_11,RN_11,RS_11,RE_11,RW_11,date_11,UTM_Easting,UTM_Northing
TAP_A01,T06,3260,NA,NA,NA,O,0.64,12.9,C,2,A,NA,11.68,16.64,1.65,0.55,0.75,1.53,20100116-20100213,0.64,13.3,C,2,A,NA,9.97,13.25,1.3,0.75,-0.9,2,20110704-20110711,726384.78,9664342.08
TAP_A01,T06,3261,NA,NA,NA,O,0.64,9,C,2,A,NA,3.35,10.67,1.75,0.68,0.43,1.95,20100116-20100213,0.64,9.1,S,2,A,NA,4.91,10.26,2.55,0.75,1,2.1,20110704-20110711,726382.51,9664342.53
TAP_A01,T06,3262,NA,NA,NA,O,0.64,6.2,C,2,A,NA,5.67,8.99,0.88,1.2,0.18,2.05,20100116-20100213,0.64,6.4,S,2,A,NA,4.42,9.32,1.1,1.1,0.3,2.65,20110704-20110711,726372.14,9664343.37
TAP_A01,T06,3263,NA,NA,NA,O,0.58,12.2,S,NA,D,3,NA,4.39,NA,NA,NA,NA,20100116-20100213,0.58,NA,NA,NA,D,3,NA,NA,NA,NA,NA,NA,20110704-20110711,726360.13,9664343.67
TAP_A01,T06,3264,BABAÇU,Attalea speciosa,Arecaceae,P,0.325650588,33.7,E,1,A,NA,11.51,21.16,5.6,4.3,4.25,6,20100116-20100213,0.325650588,33.1,C,2,A,NA,10.98,20.69,5.3,5,6.1,8,20110704-20110711,726350.45,9664347.43
TAP_A01,T06,3265,ANDIROBA,Carapa guianensis,Meliaceae,O,0.568911481,10.6,S,3,A,NA,8.79,11.57,0.15,2.1,0.75,4.6,20100116-20100213,0.568911481,10.7,S,2,A,NA,3.76,6.18,2.4,2.1,5.3,1.1,20110704-20110711,726320.87,9664347.02
TAP_A01,T06,3266,NA,NA,NA,O,0.58,7,S,NA,D,3,NA,5.25,NA,NA,NA,NA,20100116-20100213,0.58,7.4,NA,NA,D,3,NA,4.83,NA,NA,NA,NA,20110704-20110711,726316.92,9664346.37
TAP_A01,T06,3267,NA,NA,NA,O,0.64,12.2,C,2,A,NA,2.12,8.13,1.15,2.1,1.05,1.15,20100116-20100213,0.64,12.3,S,2,A,NA,2.31,7.47,1.25,3.2,1.2,1.15,20110704-20110711,726309.39,9664347.69
TAP_A01,T06,3268,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,O,0.64,42.6,C,2,A,NA,20.8,29.69,4.9,1.5,4.9,3.5,20100116-20100213,0.64,43.6,E,1,A,NA,17.06,30.67,4.6,3.6,5.7,4.05,20110704-20110711,726290.6,9664348.56
TAP_A01,T06,3269,INGA,Inga marginata,Fabaceae,O,0.573055556,6.5,C,2,A,NA,6.52,8.96,-0.63,2.48,0.45,2.1,20100116-20100213,0.573055556,6.9,S,2,A,NA,5.77,7.04,1.8,2.8,2,2.2,20110704-20110711,726296.94,9664347.41
TAP_A01,T06,3270,NA,NA,NA,O,0.64,7.1,S,3,A,NA,5.46,8.24,NA,NA,NA,NA,20100116-20100213,0.7,7.4,NA,NA,D,2,NA,3.17,NA,NA,NA,NA,20110704-20110711,726298.32,9664346.93
TAP_A01,T06,3271,EMBAUBA BRANCA,Cecropia palmata,Urticaceae,O,0.345907708,12.7,C,2,A,NA,14.79,16.2,5.15,-2.8,3.48,-1.4,20100116-20100213,0.345907708,13.6,C,2,A,NA,4.86,6.09,4.9,-2,6.9,-2.8,20110704-20110711,726300.76,9664346.77
TAP_A01,T06,3272,NA,NA,NA,O,0.64,6.4,S,3,A,NA,5.16,6.24,1.1,1.26,1.35,0.25,20100116-20100213,0.64,6.5,S,3,A,NA,4.48,7.17,1.1,0.45,0.35,0.3,20110704-20110711,726315.98,9664345.82
TAP_A01,T06,3273,EMBAUBARANA,Pourouma guianensis,Urticaceae,O,0.38,28.3,C,2,A,NA,11.78,13.73,8.9,2.7,7.47,3.8,20100116-20100213,0.38,30.1,C,2,A,NA,10.84,17.47,2.2,7.35,6,5.6,20110704-20110711,726316.97,9664345.56
TAP_A01,T06,3274,NA,NA,NA,O,0.64,6.3,S,3,A,NA,3.21,5.54,0.55,0.65,1.13,0.2,20100116-20100213,0.64,6.3,S,2,A,NA,4.61,5.9,0.65,1.3,2.05,0.75,20110704-20110711,726324.27,9664345.36
TAP_A01,T06,3275,ACARIQUARA,Minquartia guianensis,Olacaceae,O,0.77,6.9,C,2,A,NA,2.11,3.76,-0.85,1.75,-0.45,1.65,20100116-20100213,0.77,7,S,2,A,NA,2.07,2.48,-1.6,2.6,-1.3,1.9,20110704-20110711,726332.87,9664345.12
TAP_A01,T06,3276,NA,NA,NA,O,0.64,11.7,C,2,A,NA,2.38,6.17,1.2,2,-1.7,8.95,20100116-20100213,0.64,11.9,S,2,A,NA,3.28,7.03,2.3,3,-0.85,11,20110704-20110711,726342.8,9664343.65
TAP_A01,T06,3277,NA,NA,NA,O,0.64,13.5,C,2,A,NA,1.17,7.88,3,1.95,-1.05,10.1,20100116-20100213,0.64,14.5,S,2,A,NA,3.28,7.03,2.3,3,-0.85,11,20110704-20110711,726342.81,9664343.85
TAP_A01,T06,3278,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,O,0.64,10.9,C,2,A,NA,4.11,8.63,1.13,1,0.8,1.6,20100116-20100213,0.64,11.5,C,1,A,NA,7.35,12.31,2.65,2.3,1.2,2,20110704-20110711,726344.74,9664344.18
TAP_A01,T06,3279,NA,NA,NA,O,0.58,23.9,S,NA,D,3,NA,1.59,NA,NA,NA,NA,20100116-20100213,0.58,7.4,S,3,D,3,NA,1.59,NA,NA,NA,NA,20110704-20110711,726350.06,9664342.85
TAP_A01,T06,3280,NA,NA,NA,O,0.64,8.4,S,2,A,NA,6.45,7.49,0.95,-1.2,0.65,1.8,20100116-20100213,0.64,8.6,S,2,A,NA,5.74,9.12,0.85,0.75,0.3,0.85,20110704-20110711,726354.83,9664343.8
TAP_A01,T06,3281,CACAU,Theobroma glaucum,Malvaceae,O,0.529714286,17.3,C,2,A,NA,11.75,14,1.55,1.25,1.85,1.1,20100116-20100213,0.529714286,17.6,C,2,A,NA,10.01,12.94,0.75,0.6,0.55,0.5,20110704-20110711,726356.64,9664342.34
TAP_A01,T06,3282,AMAPA,Parahancornia fasciculata,Apocynaceae,O,0.473,5.1,C,2,A,NA,6.32,9.09,0.8,1.25,1.86,0.6,20100116-20100213,0.473,5.1,S,2,A,NA,8.16,10.78,0.3,0.4,0.4,0.25,20110704-20110711,726364.56,9664343.19
TAP_A01,T06,3283,NA,NA,NA,O,0.64,18.1,C,2,A,NA,6.91,9.58,3.75,1,1.25,4.8,20100116-20100213,0.64,20.2,C,2,A,NA,10.24,13.72,4.7,2.4,2.75,5.3,20110704-20110711,726365.79,9664342.72
TAP_A01,T06,3284,NA,NA,NA,O,0.64,30.3,C,2,A,NA,14.11,16.04,1,4.8,3.35,1.75,20100116-20100213,0.64,30.2,C,2,A,NA,12.13,17.83,1.75,4.1,5.2,0.8,20110704-20110711,726396.93,9664340.87
TAP_A01,T06,3285,NA,NA,NA,O,0.64,12.3,C,2,A,NA,7.18,11.61,0.62,0.86,1.2,1.35,20100116-20100213,0.64,12.4,C,2,A,NA,7.41,10.73,0.5,0.8,0.5,0.75,20110704-20110711,726411.39,9664339.72
TAP_A01,T06,3286,NA,NA,NA,O,0.64,11.7,C,2,A,NA,11.64,13.64,1.5,-0.1,1.95,0.75,20100116-20100213,0.64,11.8,C,2,A,NA,9.04,14.02,1.7,-0.35,-0.25,1.6,20110704-20110711,726412.47,9664339.45
TAP_A01,T06,3287,NA,NA,NA,O,0.64,20.2,C,2,A,NA,14.94,17.59,3.3,4.95,3.2,3,20100116-20100213,0.64,20.4,C,2,A,NA,8.71,16.56,1.15,2.6,1.6,0.9,20110704-20110711,726415.65,9664338.95
TAP_A01,T06,3288,NA,NA,NA,O,0.64,5.2,S,3,A,NA,2.65,4.23,0.6,0.45,0.2,0.5,20100116-20100213,0.64,5.2,S,3,A,NA,2.58,3.8,0.6,0.55,0.3,0.8,20110704-20110711,726417.9,9664339.72
TAP_A01,T06,3289,NA,NA,NA,O,0.64,5.1,S,3,A,NA,5,8.95,-0.15,1.7,-0.45,2.2,20100116-20100213,0.64,5.1,S,2,A,NA,5.11,9.29,-0.5,2.45,-1.1,1.9,20110704-20110711,726420.9,9664339.58
TAP_A01,T06,3290,NA,NA,NA,O,0.64,18.7,C,2,A,NA,7.43,9.36,1,1.5,1.35,0.85,20100116-20100213,0.64,18.8,C,2,A,NA,11,14.77,0.6,0.35,0.45,0.7,20110704-20110711,726432.44,9664338.36
TAP_A01,T06,3291,NA,NA,NA,O,0.64,14.5,C,2,A,NA,7.07,12.27,0.83,2.05,0.85,3.82,20100116-20100213,0.64,14.6,S,2,A,NA,5.6,9.46,1.15,1.4,1,1.7,20110704-20110711,726445.29,9664337.96
TAP_A01,T06,3292,NA,NA,NA,O,0.64,15.3,C,2,A,NA,6.31,11.25,2,0.75,1,1.45,20100116-20100213,0.64,15.4,NA,NA,A,NA,1.12,5.93,NA,NA,NA,NA,20110704-20110711,726447.64,9664337.86
TAP_A01,T06,3293,TUCUMA,Astrocaryum aculeatum ,Arecaceae,P,0.508,22.9,E,1,A,NA,20.78,28.46,6.25,3.95,2.3,5.65,20100116-20100213,0.508,23,E,1,A,NA,18.21,26.07,5.2,3.55,4.75,5.15,20110704-20110711,726457.12,9664335.62
TAP_A01,T06,3294,NA,NA,NA,O,0.64,8,S,2,A,NA,3.49,5.66,0.47,0.55,0.7,0.7,20100116-20100213,0.64,8.1,S,3,A,NA,3.42,7.12,1.3,1.3,0.8,1.3,20110704-20110711,726460.82,9664337.04
TAP_A01,T06,3295,NA,NA,NA,O,0.64,16.3,C,2,A,NA,8.26,9.33,0.5,0.5,-0.5,1.5,20100116-20100213,0.64,16.4,C,2,A,NA,8.56,14.31,1.3,0.15,0.15,0.4,20110704-20110711,726480.12,9664334.88
TAP_A01,T06,3296,NA,NA,NA,O,0.64,12.3,C,2,A,NA,8.24,9.81,4.5,1.45,1.35,5.4,20100116-20100213,0.64,15.5,C,2,A,NA,9.24,12.66,3.4,2.4,2.75,2.1,20110704-20110711,726480.42,9664334.81
TAP_A01,T06,3339,NA,NA,NA,O,0.64,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,11.8,C,2,A,NA,10.43,12.24,1.4,0.7,0.9,3.3,20110704-20110711,726490.92,9664334.61
TAP_A01,T06,3297,NA,NA,NA,O,0.64,11.8,C,2,A,NA,6.58,8.64,2.5,1.05,1,1.85,20100116-20100213,0.64,12.1,C,2,A,NA,6.11,7.82,3.35,1.3,2.15,2.9,20110704-20110711,726484.22,9664334.83
TAP_A01,T06,3298,PARAPARA,Jacaranda copaia,Bignoniaceae,O,0.353578132,39,C,2,A,NA,15.86,29.32,1.55,3.6,1.6,4,20100116-20100213,0.353578132,39.1,C,2,A,NA,20.55,24.12,-0.35,3.9,1.5,4.15,20110704-20110711,726508.94,9664331.08
TAP_A01,T06,3299,PARAPARA,Jacaranda copaia,Bignoniaceae,O,0.353578132,41.5,E,1,A,NA,22.06,25.93,1.9,2.1,1.85,1.6,20100116-20100213,0.353578132,41.8,C,2,A,NA,24.28,28.49,1.2,0.35,1.1,0.5,20110704-20110711,726516.25,9664329.37
TAP_A01,T06,3300,NA,NA,NA,O,0.64,5.3,S,2,A,NA,7.57,9.45,0.9,0.37,0.55,0.65,20100116-20100213,0.64,5.4,S,3,A,NA,7.46,9.01,1.25,0.45,0.85,0.95,20110704-20110711,726524.08,9664332.94
TAP_A01,T06,3301,NA,NA,NA,O,0.64,11.6,S,3,A,NA,7.37,13.34,6.2,3.1,1.37,6.6,20100116-20100213,0.64,11.8,C,2,A,NA,7.24,12.1,4.8,1.65,1.5,6.3,20110704-20110711,726539.66,9664332.12
TAP_A01,T06,3302,NA,NA,NA,O,0.64,7.3,C,2,A,NA,5.42,7.36,0.7,0.44,1.35,0.35,20100116-20100213,0.64,7.5,S,2,A,NA,7.7,11.05,1.1,0.8,1.4,0.45,20110704-20110711,726550.25,9664331.56
TAP_A01,T06,3303,TAUARI,Couratari stellata,Lecythidaceae,O,0.633164762,96.3,E,1,A,NA,41.92,49.07,3.2,10.25,6.6,8.3,20100116-20100213,0.633164762,96.1,E,1,A,NA,27.57,44.77,3.4,10.8,5.85,8.6,20110704-20110711,726554.76,9664323.51
TAP_A01,T06,3304,NA,NA,NA,O,0.64,8.8,C,2,A,NA,8.28,11.23,2.6,1.25,2.76,2.87,20100116-20100213,0.64,8.8,S,2,A,NA,6.48,10.23,2.65,2.6,2.35,2.3,20110704-20110711,726578.65,9664329.14
TAP_A01,T06,3305,NA,NA,NA,O,0.64,14.9,C,2,A,NA,9.12,12.23,-1.65,8.44,3.2,2,20100116-20100213,0.7,7.4,S,NA,D,2,1.62,1.9,NA,NA,NA,NA,20110704-20110711,726579.91,9664328.46
TAP_A01,T06,3306,NA,NA,NA,O,0.64,22.5,C,2,A,NA,15.18,20.28,2.62,1.45,3.6,1.85,20100116-20100213,0.64,22.5,C,2,A,NA,22.03,28.05,2.4,1.7,2.35,1.3,20110704-20110711,726582.21,9664328.26
TAP_A01,T06,3307,NA,NA,NA,O,0.64,22.1,C,2,A,NA,11.07,13.18,2.75,3.2,5.1,1.8,20100116-20100213,0.64,22.2,C,3,A,NA,17.04,22.53,2.5,3.5,4.5,1.2,20110704-20110711,726598.35,9664328.46
TAP_A01,T06,3308,NA,NA,NA,O,0.64,11.3,S,2,A,NA,6.89,11.35,5.85,2.66,3,4.1,20100116-20100213,0.64,11.7,S,2,A,NA,9.06,14.2,4.6,2.8,3.3,3.9,20110704-20110711,726603.12,9664327.81
TAP_A01,T06,3309,ANDIROBA,Carapa guianensis,Meliaceae,O,0.568911481,16.9,C,2,A,NA,10.97,17.23,1.15,5.2,2.82,3.4,20100116-20100213,0.568911481,18,S,2,A,NA,17.14,16.63,3.1,5.5,1.5,4.3,20110704-20110711,726612.01,9664327.45
TAP_A01,T06,3310,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,O,0.64,78.3,E,1,A,NA,31.67,41.12,8,8.3,8.25,8.95,20100116-20100213,0.64,83.4,C,1,A,NA,27.57,41.17,10,7.9,11.2,10.2,20110704-20110711,726612.81,9664320.89
TAP_A01,T06,3311,EMBAUBA BRANCA,Cecropia palmata,Urticaceae,O,0.345907708,6.2,C,2,A,NA,12.27,13.44,-0.54,0.9,0.36,0.45,20100116-20100213,0.345907708,6.3,E,2,A,NA,11.77,12.53,-1.4,2.8,1.1,-0.25,20110704-20110711,726614.32,9664327.43
TAP_A01,T06,3312,NA,NA,NA,O,0.64,6.8,S,3,A,NA,2.87,4.57,2.2,1.1,0.6,2.3,20100116-20100213,0.64,7.1,S,3,A,NA,1.98,4.86,1,2.5,1.3,2.2,20110704-20110711,726623.89,9664326.71
TAP_A01,T06,3313,NA,NA,NA,O,0.64,7.4,S,3,A,NA,2.29,3.44,1.3,1.24,3,1.15,20100116-20100213,0.7,7.4,S,NA,D,2,0.85,1.77,NA,NA,NA,NA,20110704-20110711,726623,9664326.9
TAP_A01,T06,3314,ANDIROBA,Carapa guianensis,Meliaceae,O,0.568911481,8.7,S,3,A,NA,10.69,14.01,0.65,0.6,0.67,1.9,20100116-20100213,0.568911481,9.9,S,3,A,NA,10.69,14.91,1.7,1.6,1.6,2,20110704-20110711,726627.4,9664326.7
TAP_A01,T06,3315,GRUIM,NA,NA,O,0.64,10,S,3,A,NA,6.2,15.91,3.2,1.25,1.75,1.7,20100116-20100213,0.64,10.1,S,2,A,NA,7.54,15.43,2.7,2.5,2.2,2,20110704-20110711,726632.19,9664326.4
TAP_A01,T06,3316,PAU JACARE,Laetia procera,Salicaceae,O,0.633026084,58.6,E,1,A,NA,18.99,27.02,5.4,6.3,11.15,1,20100116-20100213,0.633026084,59.1,C,1,A,NA,28.62,35.76,2,4.8,7.8,3.3,20110704-20110711,726632.62,9664323.71
TAP_A01,T06,3317,ANDIROBA,Carapa guianensis,Meliaceae,O,0.568911481,14.7,C,2,A,NA,15.73,18.31,1.25,1.85,-1.35,4.55,20100116-20100213,0.568911481,16.5,E,1,A,NA,22.26,33.95,2.5,1.5,1.7,2.9,20110704-20110711,726633.28,9664326.18
TAP_A01,T06,3318,NA,NA,NA,O,0.64,5.3,S,2,A,NA,9.56,11.95,0.65,1.37,1,1,20100116-20100213,0.64,5.7,S,2,A,NA,8.04,11.64,1.2,1.2,0.9,1.1,20110704-20110711,726635.39,9664326.3
TAP_A01,T06,3319,NA,NA,NA,O,0.64,24,C,2,A,NA,8.01,11.31,1.95,1.65,2,2.05,20100116-20100213,0.64,24.1,S,2,A,NA,9.06,11.53,1.9,1.3,1.5,1.8,20110704-20110711,726644.45,9664323.78
TAP_A01,T06,3320,NA,NA,NA,O,0.64,7.7,S,3,A,NA,9.46,14.31,2.35,1.3,3.05,0.97,20100116-20100213,0.64,8.3,E,2,A,NA,10.64,15.4,2.7,1.3,1.3,1.7,20110704-20110711,726646.06,9664325.53
TAP_A01,T06,3321,NA,NA,NA,O,0.64,6.2,S,3,A,NA,5.41,8.71,4.05,1.2,2.15,1.75,20100116-20100213,0.64,6.5,S,2,A,NA,4.48,10.81,4.1,1.6,2.1,1.5,20110704-20110711,726648.83,9664325.01
TAP_A01,T06,3322,NA,NA,NA,O,0.64,14.8,C,2,A,NA,14.39,17.81,2.2,1.25,2,2.35,20100116-20100213,0.64,16.2,E,1,A,NA,12.35,17.71,3,2.2,2.3,2.3,20110704-20110711,726649.37,9664324.02
TAP_A01,T06,3323,NA,NA,NA,O,0.64,8.5,S,3,A,NA,8.33,11.08,2.73,2.2,2.31,2,20100116-20100213,0.64,8.5,S,2,A,NA,6.69,9.73,2.25,2.6,2,1.95,20110704-20110711,726651.76,9664325.33
TAP_A01,T06,3324,CASTANHEIRA,Bertholletia excelsa,Lecythidaceae,O,0.64,5.2,S,3,A,NA,7.82,11.52,1.25,0.7,0.85,1.25,20100116-20100213,0.64,5.4,S,3,A,NA,7.02,13.75,0.9,1.1,0.9,1,20110704-20110711,726664.21,9664324.25
TAP_A01,T06,3325,CUPIUBA,Goupia glabra,Goupiaceae,O,0.7272025,26.5,C,2,A,NA,17.88,22.32,3.5,3.4,1.55,4.33,20100116-20100213,0.7272025,28.1,E,1,A,NA,15.53,24.06,3.5,3.7,3.7,3.7,20110704-20110711,726664.67,9664321.96
TAP_A01,T06,3326,CAJUI,Anacardium spruceanum,Anacardiaceae,O,0.479166667,49.7,E,1,A,NA,24.87,29.3,4.7,4.35,5.25,1.55,20100116-20100213,0.479166667,49.8,E,1,A,NA,20.71,28.51,4,5,5.3,3.7,20110704-20110711,726698.37,9664319.21
TAP_A01,T06,3327,NA,NA,NA,P,0.64,55.1,C,2,A,NA,2.53,14.03,5.75,5.9,8.65,3.95,20100116-20100213,0.64,57.8,S,2,A,NA,4.59,14.16,3.7,7.5,8.8,3.1,20110704-20110711,726701.91,9664321.34
TAP_A01,T06,3328,NA,NA,NA,L,0.64,17.5,E,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,17.9,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726721.85,9664319.8
TAP_A01,T06,3329,NA,NA,NA,O,0.64,78.7,E,1,A,NA,33.73,42.73,6.3,7.55,9.45,3.7,20100116-20100213,0.64,79.2,C,1,A,NA,33.73,42.73,6,7.1,7.6,7.4,20110704-20110711,726721.8,9664317.35
TAP_A01,T06,3330,ABIU,Ecclinusa ramiflora,Sapotaceae,O,0.656666667,31.1,C,2,A,NA,25.54,30.06,5.45,2.1,4.98,1.15,20100116-20100213,0.656666667,31.2,S,2,A,NA,21.1,29.7,4.2,3.5,4.5,3.5,20110704-20110711,726729.56,9664318.12
TAP_A01,T06,3331,MATAMATA VERMELHO,Eschweilera grandifolia,Lecythidaceae,O,0.876,39,C,2,A,NA,26.08,30.62,4.73,2.15,3.6,0.8,20100116-20100213,0.876,39.5,E,1,A,NA,20.75,29.12,3,4,3.5,1.9,20110704-20110711,726736.43,9664319.09
TAP_A01,T06,3332,CUIARANA,NA,NA,O,0.64,20.4,C,2,A,NA,13.69,14.6,0.4,1.15,-0.4,1.95,20100116-20100213,0.64,21.5,E,1,A,NA,14.66,17.89,0.9,1.3,1.3,1.5,20110704-20110711,726751.66,9664319.04
TAP_A01,T06,3333,NA,NA,NA,O,0.64,20,C,2,A,NA,12.83,16.79,4.99,3.75,2.15,5.2,20100116-20100213,0.64,20.4,E,1,A,NA,15.62,21.87,4.4,3,3.1,5.3,20110704-20110711,726758.83,9664318.39
TAP_A01,T06,3334,NA,NA,NA,P,0.64,36.5,C,2,A,NA,3.22,14.98,8.45,2.4,6.9,6.48,20100116-20100213,0.64,38.2,S,3,A,NA,0.57,12.76,8.3,4,6.7,7.2,20110704-20110711,726762.83,9664315.04
TAP_A01,T06,3335,BREU,Protium hepytaphillum ,Burseraceae,O,0.629,16.2,C,2,A,NA,13.23,15.57,3.1,1.85,2.4,5.55,20100116-20100213,0.629,16.8,S,3,A,NA,8.09,18.46,3.9,2.7,2.5,4,20110704-20110711,726773.34,9664316.49
TAP_A01,T06,3336,NA,NA,NA,P,0.64,49.8,S,3,A,NA,1.97,9.27,7.45,5,7.98,9.63,20100116-20100213,0.64,50.7,S,3,A,NA,NA,10.33,8.1,7.7,7.6,7,20110704-20110711,726776.11,9664315.91
TAP_A01,T06,3337,INGA,Inga marginata,Fabaceae,O,0.573055556,26,C,2,A,NA,12.39,19.87,3.95,6.5,8.65,1,20100116-20100213,0.573055556,26.6,NA,NA,A,NA,2.31,3.94,NA,NA,NA,NA,20110704-20110711,726780.3,9664317.16
